device,case_id,family,cells,rank,payload_bytes,consumers,reuse,working_records,cache,comparison,median_difference_us,ci_low,ci_high,winner,test_effect_mean_us,raw_p,test,multiple_testing_family,corrected_p
cpu,34,core,576,32,73728,1,4,1,warm,E minus D,-361.967,-376.38499999999993,-356.262,E,-366.8103636363636,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,35,core,576,32,73728,1,8,1,warm,E minus C,-192.493,-200.36199999999997,-123.73000000000008,E,-177.896,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,35,core,576,32,73728,1,8,1,warm,D minus C,536.31,528.077,546.2940000000001,C,534.5602727272727,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,35,core,576,32,73728,1,8,1,warm,G minus F,5.368000000000023,-33.29200000000003,17.400000000000063,unresolved,-9.005909090909075,0.3935546875,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,1.0
cpu,35,core,576,32,73728,1,8,1,warm,F minus D,-727.1389999999999,-732.183,-664.406,F,-707.6887272727272,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,35,core,576,32,73728,1,8,1,warm,E minus D,-728.439,-736.375,-664.5830000000001,E,-712.4562727272726,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,36,core,576,32,73728,1,16,1,warm,E minus C,-399.52800000000013,-414.98400000000004,-383.65600000000006,E,-399.30909090909086,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,36,core,576,32,73728,1,16,1,warm,D minus C,1044.0880000000002,1041.7820000000002,1054.2440000000001,C,1041.7565454545454,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,36,core,576,32,73728,1,16,1,warm,G minus F,5.712999999999909,-7.271999999999991,13.197000000000003,unresolved,0.2805454545454712,0.986328125,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,1.0
cpu,36,core,576,32,73728,1,16,1,warm,F minus D,-1443.8459999999998,-1457.4290000000003,-1438.429,F,-1438.2296363636362,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,36,core,576,32,73728,1,16,1,warm,E minus D,-1446.1970000000003,-1456.7660000000003,-1420.315,E,-1441.0656363636363,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,37,core,576,32,73728,1,32,1,warm,E minus C,-773.5750000000005,-848.145,-761.8670000000002,E,-777.9856363636362,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,37,core,576,32,73728,1,32,1,warm,D minus C,2106.473,2068.5000000000014,2122.0560000000005,C,2093.9763636363637,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,37,core,576,32,73728,1,32,1,warm,G minus F,3.7500000000001137,-3.32000000000005,15.861999999999853,unresolved,27.527545454545475,0.0576171875,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,1.0
cpu,37,core,576,32,73728,1,32,1,warm,F minus D,-2882.0739999999996,-2904.7,-2874.074,F,-2886.5476363636367,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,37,core,576,32,73728,1,32,1,warm,E minus D,-2879.2380000000003,-2914.0089999999996,-2848.540000000001,E,-2871.962,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,38,core,576,32,73728,1,64,1,warm,E minus C,-1442.5990000000004,-1570.5109999999995,-1300.1120000000003,E,-1426.8857272727275,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,38,core,576,32,73728,1,64,1,warm,D minus C,4077.002,3566.0460000000007,4134.535,C,3872.090363636364,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,38,core,576,32,73728,1,64,1,warm,G minus F,14.306999999999789,0.844000000000733,133.22399999999902,F,35.52627272727281,0.1435546875,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,1.0
cpu,38,core,576,32,73728,1,64,1,warm,F minus D,-5552.866,-5681.574999999997,-4871.977000000001,F,-5314.532818181819,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,38,core,576,32,73728,1,64,1,warm,E minus D,-5519.601000000001,-5707.224999999999,-4866.158000000001,E,-5298.976090909092,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,39,core,576,32,73728,1,128,1,warm,E minus C,-2589.283000000001,-2617.085999999999,-2509.583,E,-2462.122272727272,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,39,core,576,32,73728,1,128,1,warm,D minus C,7086.615000000003,7055.294999999996,7103.391000000001,C,7082.295999999999,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,39,core,576,32,73728,1,128,1,warm,G minus F,19.29899999999907,-74.0019999999995,149.63500000000022,unresolved,11.316363636363679,0.7626953125,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,1.0
cpu,39,core,576,32,73728,1,128,1,warm,F minus D,-9666.981000000003,-9722.158,-9613.327999999994,F,-9658.738181818182,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,39,core,576,32,73728,1,128,1,warm,E minus D,-9659.142,-9696.109000000004,-9610.429999999997,E,-9544.418272727273,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,40,core,576,32,73728,3,1,1,warm,E minus C,-18.060000000000002,-19.53800000000001,-11.15100000000001,E,-14.387636363636362,0.01171875,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,1.0
cpu,40,core,576,32,73728,3,1,1,warm,D minus C,182.06799999999998,175.706,184.01100000000002,C,180.79954545454547,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,40,core,576,32,73728,3,1,1,warm,G minus F,22.049000000000007,19.143,30.554000000000002,F,26.23172727272727,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,40,core,576,32,73728,3,1,1,warm,F minus D,-197.43500000000006,-203.75199999999998,-194.40900000000002,F,-197.50618181818183,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,40,core,576,32,73728,3,1,1,warm,E minus D,-199.86899999999997,-205.896,-191.51100000000002,E,-195.18718181818184,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,41,core,576,32,73728,3,2,1,warm,E minus C,-44.15299999999996,-50.88500000000002,-32.18099999999998,E,-46.98909090909092,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,41,core,576,32,73728,3,2,1,warm,D minus C,345.0760000000001,327.75700000000006,355.13,C,342.3274545454546,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,41,core,576,32,73728,3,2,1,warm,G minus F,-17.581000000000017,-28.664000000000016,7.6980000000000075,unresolved,-12.887000000000002,0.130859375,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,1.0
cpu,41,core,576,32,73728,3,2,1,warm,F minus D,-392.448,-399.4180000000001,-384.75200000000007,F,-390.1869090909091,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,41,core,576,32,73728,3,2,1,warm,E minus D,-395.9610000000001,-401.73799999999994,-387.4710000000001,E,-389.3165454545455,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,42,core,576,32,73728,3,4,1,warm,E minus C,-79.82300000000009,-98.24299999999994,-75.32,E,-87.98545454545456,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,42,core,576,32,73728,3,4,1,warm,D minus C,691.6469999999999,661.2640000000001,699.2500000000001,C,680.3357272727272,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,42,core,576,32,73728,3,4,1,warm,G minus F,-102.43700000000001,-128.63800000000003,-90.168,G,-112.84236363636366,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,42,core,576,32,73728,3,4,1,warm,F minus D,-767.6739999999999,-773.375,-743.7539999999999,F,-756.9198181818182,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,42,core,576,32,73728,3,4,1,warm,E minus D,-771.47,-776.6210000000001,-766.7650000000001,E,-768.3211818181818,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,43,core,576,32,73728,3,8,1,warm,E minus C,-153.62799999999993,-162.6780000000001,-53.66299999999978,E,-125.89100000000002,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,43,core,576,32,73728,3,8,1,warm,D minus C,1357.4649999999995,1343.184,1370.4480000000003,C,1354.5560000000003,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,43,core,576,32,73728,3,8,1,warm,G minus F,-265.9970000000003,-286.2510000000001,-263.2800000000002,G,-277.72736363636363,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,43,core,576,32,73728,3,8,1,warm,F minus D,-1513.220999999999,-1520.1810000000007,-1501.7889999999995,F,-1508.4776363636367,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,43,core,576,32,73728,3,8,1,warm,E minus D,-1514.446,-1519.6960000000004,-1415.3390000000004,E,-1480.4470000000001,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,44,core,576,32,73728,3,16,1,warm,E minus C,-325.83799999999974,-408.9769999999994,-223.61999999999944,E,-316.7194545454544,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,44,core,576,32,73728,3,16,1,warm,D minus C,2729.200000000001,2628.9049999999997,2741.531,C,2696.9617272727273,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,44,core,576,32,73728,3,16,1,warm,G minus F,-573.1009999999998,-586.1760000000003,-567.5440000000001,G,-595.196181818182,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,44,core,576,32,73728,3,16,1,warm,F minus D,-3046.6630000000005,-3077.558000000002,-3036.8340000000017,F,-3039.172,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,44,core,576,32,73728,3,16,1,warm,E minus D,-3034.7180000000017,-3058.1710000000016,-2963.8039999999983,E,-3013.681181818182,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,45,core,576,32,73728,3,32,1,warm,E minus C,-635.4689999999996,-658.0310000000004,-622.1190000000001,E,-637.2627272727268,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,45,core,576,32,73728,3,32,1,warm,D minus C,5413.155999999996,5382.615,5447.721999999998,C,5407.672636363637,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,45,core,576,32,73728,3,32,1,warm,G minus F,-1209.9489999999998,-1244.6279999999995,-1085.6510000000012,G,-1170.1723636363638,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,45,core,576,32,73728,3,32,1,warm,F minus D,-6058.380999999996,-6090.008,-6023.978000000003,F,-6047.609090909091,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,45,core,576,32,73728,3,32,1,warm,E minus D,-6052.594999999999,-6075.950999999999,-6023.6759999999995,E,-6044.935363636363,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,46,core,576,32,73728,3,64,1,warm,E minus C,-1230.9430000000011,-1286.0120000000024,-1142.8700000000026,E,-1215.6944545454548,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,46,core,576,32,73728,3,64,1,warm,D minus C,10734.549999999997,10640.178999999993,10827.212,C,10734.161727272725,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,46,core,576,32,73728,3,64,1,warm,G minus F,-2526.128000000003,-2594.448000000002,-2466.479,G,-2523.4702727272725,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,46,core,576,32,73728,3,64,1,warm,F minus D,-12001.679,-12062.563000000013,-11914.721000000001,F,-11994.227818181818,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,46,core,576,32,73728,3,64,1,warm,E minus D,-11909.374999999993,-12063.545,-11893.561999999994,E,-11949.856181818179,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,47,core,576,32,73728,3,128,1,warm,E minus C,-2598.2389999999996,-2747.158999999994,-2511.991,E,-2642.4881818181825,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,47,core,576,32,73728,3,128,1,warm,D minus C,21429.941000000028,21354.67299999998,21583.133999999995,C,21475.972818181814,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,47,core,576,32,73728,3,128,1,warm,G minus F,-5177.630999999999,-5198.997999999995,-5154.494999999999,G,-5176.381545454539,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,47,core,576,32,73728,3,128,1,warm,F minus D,-24110.464,-24202.321000000004,-24007.84899999998,F,-24101.553272727273,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,47,core,576,32,73728,3,128,1,warm,E minus D,-24168.65899999997,-24210.991,-24009.74399999999,E,-24118.460999999996,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,48,core,2304,32,294912,1,1,1,warm,E minus C,-23.295000000000016,-25.591999999999985,-20.394000000000005,E,-29.917727272727266,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,48,core,2304,32,294912,1,1,1,warm,D minus C,161.30700000000002,151.13600000000002,174.25,C,158.10645454545454,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,48,core,2304,32,294912,1,1,1,warm,G minus F,13.225999999999999,4.775000000000034,27.499000000000024,F,21.63818181818182,0.0087890625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,1.0
cpu,48,core,2304,32,294912,1,1,1,warm,F minus D,-188.17600000000004,-190.56599999999997,-178.966,F,-185.86718181818185,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,48,core,2304,32,294912,1,1,1,warm,E minus D,-186.60999999999999,-196.882,-179.34799999999996,E,-188.02418181818177,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,49,core,2304,32,294912,1,2,1,warm,E minus C,-99.17899999999997,-114.01599999999996,-97.00999999999999,E,-107.72272727272728,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,49,core,2304,32,294912,1,2,1,warm,D minus C,314.568,298.212,322.222,C,307.73754545454545,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,49,core,2304,32,294912,1,2,1,warm,G minus F,8.79600000000005,-0.6179999999999382,17.006000000000085,unresolved,9.27309090909091,0.0234375,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,1.0
cpu,49,core,2304,32,294912,1,2,1,warm,F minus D,-417.5299999999999,-421.27000000000004,-409.27799999999996,F,-414.88836363636364,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,49,core,2304,32,294912,1,2,1,warm,E minus D,-413.13000000000005,-422.64200000000005,-408.08799999999997,E,-415.46027272727275,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,50,core,2304,32,294912,1,4,1,warm,E minus C,-282.492,-288.41900000000004,-274.1499999999999,E,-275.2476363636364,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,50,core,2304,32,294912,1,4,1,warm,D minus C,590.183,583.72,594.5469999999999,C,588.882818181818,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,50,core,2304,32,294912,1,4,1,warm,G minus F,7.836000000000013,-1.4359999999999786,17.67799999999994,unresolved,5.081272727272744,0.5205078125,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,1.0
cpu,50,core,2304,32,294912,1,4,1,warm,F minus D,-857.7660000000002,-874.4820000000002,-850.461,F,-859.5343636363637,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,50,core,2304,32,294912,1,4,1,warm,E minus D,-870.7080000000001,-875.8939999999998,-857.327,E,-864.1304545454545,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,51,core,2304,32,294912,1,8,1,warm,E minus C,-616.4129999999999,-620.1419999999999,-608.6490000000001,E,-617.6506363636363,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,51,core,2304,32,294912,1,8,1,warm,D minus C,1125.2349999999997,1121.6100000000001,1152.183,C,1132.6726363636362,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,51,core,2304,32,294912,1,8,1,warm,G minus F,19.707000000000107,7.729000000000042,22.061000000000035,F,15.957636363636363,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,51,core,2304,32,294912,1,8,1,warm,F minus D,-1741.9789999999998,-1771.5510000000002,-1733.571,F,-1750.429818181818,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,51,core,2304,32,294912,1,8,1,warm,E minus D,-1742.6779999999997,-1772.6920000000002,-1734.0010000000002,E,-1750.3232727272725,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,52,core,2304,32,294912,1,16,1,warm,E minus C,-1292.0489999999998,-1311.6749999999997,-1284.9320000000002,E,-1299.5687272727273,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,52,core,2304,32,294912,1,16,1,warm,D minus C,2212.5009999999997,2196.6949999999993,2225.5450000000005,C,2218.0695454545457,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,52,core,2304,32,294912,1,16,1,warm,G minus F,15.947000000000116,4.561000000000149,31.416999999999916,F,16.23054545454548,0.0048828125,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.8740234375
cpu,52,core,2304,32,294912,1,16,1,warm,F minus D,-3512.0640000000003,-3540.624,-3502.0599999999995,F,-3518.738454545454,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,52,core,2304,32,294912,1,16,1,warm,E minus D,-3517.594,-3537.487,-3501.401999999999,E,-3517.638272727272,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,53,core,2304,32,294912,1,32,1,warm,E minus C,-2655.9070000000006,-2669.1110000000012,-2636.6520000000014,E,-2651.9598181818183,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,53,core,2304,32,294912,1,32,1,warm,D minus C,4470.466999999997,4406.588,4481.457999999998,C,4455.060363636363,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,53,core,2304,32,294912,1,32,1,warm,G minus F,8.420999999999822,-2.713999999999487,23.671000000000276,unresolved,15.472818181818019,0.0146484375,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,1.0
cpu,53,core,2304,32,294912,1,32,1,warm,F minus D,-7116.126999999999,-7147.192999999999,-7074.789999999999,F,-7104.907818181816,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,53,core,2304,32,294912,1,32,1,warm,E minus D,-7126.173999999999,-7141.166999999999,-7057.975,E,-7107.020181818181,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,54,core,2304,32,294912,1,64,1,warm,E minus C,-5417.210000000001,-5433.709000000001,-5376.919,E,-5407.726272727274,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,54,core,2304,32,294912,1,64,1,warm,D minus C,8863.362999999998,8828.26999999999,8923.796999999999,C,8881.846363636361,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,54,core,2304,32,294912,1,64,1,warm,G minus F,15.126000000000204,-8.169000000001233,51.97599999999966,unresolved,18.455545454545494,0.197265625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,1.0
cpu,54,core,2304,32,294912,1,64,1,warm,F minus D,-14264.933,-14323.52,-14222.163999999993,F,-14274.605909090908,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,54,core,2304,32,294912,1,64,1,warm,E minus D,-14287.515999999996,-14323.711,-14246.738,E,-14289.572636363633,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,55,core,2304,32,294912,1,128,1,warm,E minus C,-10859.755999999996,-10885.391000000003,-10771.463999999996,E,-10962.349909090908,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,55,core,2304,32,294912,1,128,1,warm,D minus C,17728.662999999997,17593.13799999999,17760.85499999999,C,17577.765727272723,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,55,core,2304,32,294912,1,128,1,warm,G minus F,-12.692000000004555,-25.68999999999778,6.282000000001062,unresolved,-1.451454545454329,0.9267578125,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,1.0
cpu,55,core,2304,32,294912,1,128,1,warm,F minus D,-28563.03499999999,-28594.63199999999,-28431.872999999996,F,-28522.378,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,55,core,2304,32,294912,1,128,1,warm,E minus D,-28538.47799999999,-28605.891999999993,-28476.928999999993,E,-28540.115636363636,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,56,core,2304,32,294912,3,1,1,warm,E minus C,-42.289999999999964,-58.551000000000045,14.571999999999889,unresolved,-29.06718181818179,0.0400390625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,1.0
cpu,56,core,2304,32,294912,3,1,1,warm,D minus C,448.1809999999999,445.0569999999999,458.2969999999998,C,448.5646363636363,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,56,core,2304,32,294912,3,1,1,warm,G minus F,110.35300000000007,53.151999999999816,172.10500000000002,F,110.49745454545454,0.0029296875,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,56,core,2304,32,294912,3,1,1,warm,F minus D,-490.337,-498.913,-453.5240000000001,F,-482.17199999999997,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,56,core,2304,32,294912,3,1,1,warm,E minus D,-496.485,-504.2040000000002,-449.278,E,-477.6318181818182,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,57,core,2304,32,294912,3,2,1,warm,E minus C,-122.06000000000006,-134.10500000000013,-115.37700000000018,E,-138.4901818181819,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
cpu,57,core,2304,32,294912,3,2,1,warm,D minus C,867.5989999999997,861.2189999999997,889.0830000000002,C,862.1651818181817,0.0009765625,exact paired sign-flip of mean; assumes exchangeable symmetric run-block differences,all server layout contrasts; exploratory,0.7421875
