cells,rank,payload_bytes,consumers,reuse,arm,stored_payload_bytes,serialized_metadata_bytes,resident_map_bytes,accounted_resident_bytes,max_adapter_payload_bytes,median_total_us,ci_low,ci_high,median_write_us,read_p50_us,read_p95_us,read_p99_us,blocks,scope,energy_mJ
144,64,36864,3,32,B,36864,16,0,36880,0,618.7900000000001,598.4590000000001,691.084,1.542,6.333,6.8855,8.804499999999999,9,CPU synthetic smoke,
144,64,36864,3,32,C,36864,160,3456,40480,36864,834.996,782.59,913.005,5.167,8.5,10.625,10.9223,9,CPU synthetic smoke,
144,64,36864,3,32,D,36864,160,3456,40480,8192,1977.298,1801.375,2135.248,5.166,18.5415,25.26025,25.59855,9,CPU synthetic smoke,
144,64,36864,3,32,E,36864,16,0,36880,36864,844.129,759.875,883.455,5.75,8.292,11.5105,11.67325,9,CPU synthetic smoke,
144,64,36864,3,32,F,36864,16,0,36880,36864,777.833,710.711,866.0799999999999,5.583,8.209,8.8435,11.75205,9,CPU synthetic smoke,
144,64,36864,3,32,G,110592,48,0,110640,0,654.12,606.881,724.212,12.625,6.6455,6.8855,7.0020999999999995,9,CPU synthetic smoke,
144,64,36864,3,64,A,110592,48,0,110640,0,1197.199,1190.665,1217.417,4.125,6.208,6.39345,6.5074700000000005,9,CPU synthetic smoke,
144,64,36864,3,64,B,36864,16,0,36880,0,1208.3960000000002,1194.086,1230.711,1.584,6.25,6.477449999999999,7.146940000000003,9,CPU synthetic smoke,
144,64,36864,3,64,C,36864,160,3456,40480,36864,1570.0849999999998,1549.074,1695.612,5.5,8.125,8.292,8.919780000000001,9,CPU synthetic smoke,
144,64,36864,3,64,D,36864,160,3456,40480,8192,3539.123,3477.7110000000002,3817.667,4.958,18.208,18.625,20.29869,9,CPU synthetic smoke,
144,64,36864,3,64,E,36864,16,0,36880,36864,1434.878,1414.915,1532.249,5.75,8.0205,8.26845,8.551220000000006,9,CPU synthetic smoke,
144,64,36864,3,64,F,36864,16,0,36880,36864,1443.122,1415.409,1655.252,5.667,8.041,8.309899999999999,11.199840000000002,9,CPU synthetic smoke,
144,64,36864,3,64,G,110592,48,0,110640,0,1218.077,1206.041,1255.37,12.292,6.25,6.4354499999999994,6.6955000000000044,9,CPU synthetic smoke,
144,64,36864,3,128,A,110592,48,0,110640,0,2587.2129999999997,2500.0750000000003,2726.2490000000003,4.833,6.584,6.875,8.736390000000004,9,CPU synthetic smoke,
144,64,36864,3,128,B,36864,16,0,36880,0,2575.007,2499.543,2653.502,1.792,6.625,6.875,7.063250000000002,9,CPU synthetic smoke,
144,64,36864,3,128,C,36864,160,3456,40480,36864,3370.4500000000003,3303.925,3421.287,6.875,8.584,8.910699999999999,12.097280000000001,9,CPU synthetic smoke,
144,64,36864,3,128,D,36864,160,3456,40480,8192,7481.032,7352.214,7785.498,6.75,19.292,19.75,24.79022000000006,9,CPU synthetic smoke,
144,64,36864,3,128,E,36864,16,0,36880,36864,3054.542,2871.833,3242.264,6.167,8.458,8.909849999999999,9.340140000000002,9,CPU synthetic smoke,
144,64,36864,3,128,F,36864,16,0,36880,36864,3274.663,3032.456,3449.4840000000004,6.875,8.541,8.916,12.507140000000001,9,CPU synthetic smoke,
144,64,36864,3,128,G,110592,48,0,110640,0,2563.534,2482.964,2599.832,14.875,6.584,6.833,7.04117,9,CPU synthetic smoke,
1024,8,32768,1,1,A,32768,16,0,32784,0,7.208,7.166,7.3759999999999994,1.583,5.667,5.667,5.667,9,CPU synthetic smoke,
1024,8,32768,1,1,B,32768,16,0,32784,0,7.541,7.458,7.625,1.792,5.75,5.75,5.75,9,CPU synthetic smoke,
1024,8,32768,1,1,C,32768,2064,8192,43024,32768,25.041,24.792,27.583,10.416,14.625,14.625,14.625,9,CPU synthetic smoke,
1024,8,32768,1,1,D,32768,2064,8192,43024,1024,104.708,103.917,107.499,10.459,93.667,93.667,93.667,9,CPU synthetic smoke,
1024,8,32768,1,1,E,32768,16,0,32784,0,23.208000000000002,22.875,26.375999999999998,17.375,5.916,5.916,5.916,9,CPU synthetic smoke,
1024,8,32768,1,1,F,32768,16,0,32784,0,23.042,22.875,26.082,17.167,5.917,5.917,5.917,9,CPU synthetic smoke,
1024,8,32768,1,1,G,32768,16,0,32784,0,24.083000000000002,23.959000000000003,27.208000000000002,18.292,5.833,5.833,5.833,9,CPU synthetic smoke,
1024,8,32768,1,2,A,32768,16,0,32784,0,13.293,12.792,13.541,1.541,5.8965,6.1747000000000005,6.20134,9,CPU synthetic smoke,
1024,8,32768,1,2,B,32768,16,0,32784,0,13.667,13.418,13.709,1.75,5.9375,6.21875,6.24375,9,CPU synthetic smoke,
1024,8,32768,1,2,C,32768,2064,8192,43024,32768,39.457,37.918,39.666,10.416,14.5205,14.53895,14.54059,9,CPU synthetic smoke,
1024,8,32768,1,2,D,32768,2064,8192,43024,1024,196.458,195.334,198.999,10.375,92.979,93.5253,93.53866000000001,9,CPU synthetic smoke,
1024,8,32768,1,2,E,32768,16,0,32784,0,29.457,29.291000000000004,30.125,17.167,6.125,6.3122,6.3288400000000005,9,CPU synthetic smoke,
1024,8,32768,1,2,F,32768,16,0,32784,0,29.333,28.083,29.625999999999998,17.125,6.084,6.1964999999999995,6.20592,9,CPU synthetic smoke,
1024,8,32768,1,2,G,32768,16,0,32784,0,30.334,30.208,30.750999999999998,18.25,6.0835,6.1964999999999995,6.206499999999999,9,CPU synthetic smoke,
1024,8,32768,1,4,A,32768,16,0,32784,0,25.750999999999998,25.5,75.0,1.584,6.1465,6.2963499999999994,6.32647,9,CPU synthetic smoke,
1024,8,32768,1,4,B,32768,16,0,32784,0,26.0,25.584,45.71,1.584,6.208,6.2437,6.24874,9,CPU synthetic smoke,
1024,8,32768,1,4,C,32768,2064,8192,43024,32768,77.624,68.54,214.209,11.375,14.75,15.19375,15.23875,9,CPU synthetic smoke,
1024,8,32768,1,4,D,32768,2064,8192,43024,1024,415.166,384.16700000000003,623.2489999999999,11.0,95.4995,115.70004999999999,118.44001,9,CPU synthetic smoke,
1024,8,32768,1,4,E,32768,16,0,32784,0,45.083,41.625,106.583,20.5,6.146,6.37235,6.4072700000000005,9,CPU synthetic smoke,
1024,8,32768,1,4,F,32768,16,0,32784,0,44.126,41.917,54.748999999999995,19.375,6.146,6.4152,6.45024,9,CPU synthetic smoke,
1024,8,32768,1,4,G,32768,16,0,32784,0,48.584,43.041,69.001,23.042,6.271,6.4268,6.45176,9,CPU synthetic smoke,
1024,8,32768,1,8,A,32768,16,0,32784,0,50.752,49.416,53.585,1.667,6.0835,6.30185,6.328119999999999,9,CPU synthetic smoke,
1024,8,32768,1,8,B,32768,16,0,32784,0,50.5,50.083,54.917,1.542,6.125,6.42445,6.49412,9,CPU synthetic smoke,
1024,8,32768,1,8,C,32768,2064,8192,43024,32768,131.625,126.666,143.209,11.583,14.5625,15.52085,15.870569999999999,9,CPU synthetic smoke,
1024,8,32768,1,8,D,32768,2064,8192,43024,1024,776.25,769.417,815.4569999999999,13.042,94.6665,98.80615,99.02763,9,CPU synthetic smoke,
1024,8,32768,1,8,E,32768,16,0,32784,0,67.666,66.501,75.709,17.917,6.1665,6.33365,6.36625,9,CPU synthetic smoke,
1024,8,32768,1,8,F,32768,16,0,32784,0,69.124,66.417,73.417,18.25,6.0625,6.4146,6.44932,9,CPU synthetic smoke,
1024,8,32768,1,8,G,32768,16,0,32784,0,69.249,67.501,79.084,19.125,6.166,6.3183,6.3300600000000005,9,CPU synthetic smoke,
1024,8,32768,1,16,A,32768,16,0,32784,0,101.331,99.705,113.332,1.791,6.125,6.65625,6.73125,9,CPU synthetic smoke,
1024,8,32768,1,16,B,32768,16,0,32784,0,99.96,98.625,102.082,1.5,6.1665,6.292,6.35625,9,CPU synthetic smoke,
1024,8,32768,1,16,C,32768,2064,8192,43024,32768,255.041,245.499,276.122,16.667,14.4585,15.8435,17.668699999999998,9,CPU synthetic smoke,
1024,8,32768,1,16,D,32768,2064,8192,43024,1024,1531.128,1516.501,1614.123,11.458,93.958,99.59425,102.55005,9,CPU synthetic smoke,
1024,8,32768,1,16,E,32768,16,0,32784,0,118.748,116.376,124.664,19.0,6.1455,6.30225,6.32685,9,CPU synthetic smoke,
1024,8,32768,1,16,F,32768,16,0,32784,0,126.585,117.33500000000001,131.625,17.917,6.229,6.53125,6.60625,9,CPU synthetic smoke,
1024,8,32768,1,16,G,32768,16,0,32784,0,125.501,120.375,137.667,23.292,6.125,6.615,6.6894,9,CPU synthetic smoke,
1024,8,32768,1,32,A,32768,16,0,32784,0,201.754,193.622,225.956,1.75,6.1875,6.5,6.61523,9,CPU synthetic smoke,
1024,8,32768,1,32,B,32768,16,0,32784,0,215.335,197.581,220.59,1.709,6.25,6.4769,7.377560000000001,9,CPU synthetic smoke,
1024,8,32768,1,32,C,32768,2064,8192,43024,32768,489.707,476.583,526.79,13.167,14.458,16.01425,18.3255,9,CPU synthetic smoke,
1024,8,32768,1,32,D,32768,2064,8192,43024,1024,3179.666,3045.502,3459.711,13.208,94.458,114.71889999999999,132.96427,9,CPU synthetic smoke,
1024,8,32768,1,32,E,32768,16,0,32784,0,231.042,219.831,239.54,23.416,6.291,7.089699999999999,7.793750000000003,9,CPU synthetic smoke,
1024,8,32768,1,32,F,32768,16,0,32784,0,229.756,223.919,245.455,24.208,6.25,6.6628,6.86848,9,CPU synthetic smoke,
1024,8,32768,1,32,G,32768,16,0,32784,0,224.585,221.579,246.542,24.958,6.25,6.5,6.64096,9,CPU synthetic smoke,
1024,8,32768,1,64,A,32768,16,0,32784,0,423.666,395.46299999999997,539.7479999999999,1.75,6.25,7.674899999999992,15.332499999999994,9,CPU synthetic smoke,
1024,8,32768,1,64,B,32768,16,0,32784,0,418.041,398.329,445.627,1.708,6.1875,7.666049999999996,13.307829999999996,9,CPU synthetic smoke,
1024,8,32768,1,64,C,32768,2064,8192,43024,32768,1030.381,952.6669999999999,1133.167,22.167,14.625,20.428499999999996,32.316289999999995,9,CPU synthetic smoke,
1024,8,32768,1,64,D,32768,2064,8192,43024,1024,6526.043,6121.0,7939.29,29.583,95.0205,122.98129999999998,156.39941,9,CPU synthetic smoke,
1024,8,32768,1,64,E,32768,16,0,32784,0,632.2940000000001,430.129,854.629,28.125,6.2085,22.27684999999999,35.54499999999999,9,CPU synthetic smoke,
1024,8,32768,1,64,F,32768,16,0,32784,0,438.50199999999995,426.288,474.917,31.666,6.084,6.48755,8.798579999999992,9,CPU synthetic smoke,
1024,8,32768,1,64,G,32768,16,0,32784,0,448.711,422.586,465.71400000000006,31.416,6.167,7.009949999999999,10.459669999999997,9,CPU synthetic smoke,
1024,8,32768,1,128,A,32768,16,0,32784,0,773.9670000000001,746.6719999999999,856.374,1.708,6.042,6.31865,6.747980000000003,9,CPU synthetic smoke,
1024,8,32768,1,128,B,32768,16,0,32784,0,796.322,776.546,1038.837,1.667,6.1045,6.773149999999998,8.068840000000002,9,CPU synthetic smoke,
1024,8,32768,1,128,C,32768,2064,8192,43024,32768,1880.63,1815.663,2054.785,20.125,14.375,16.15209999999999,18.78864,9,CPU synthetic smoke,
1024,8,32768,1,128,D,32768,2064,8192,43024,1024,12140.255,12035.375,12605.838000000002,18.209,93.604,103.21929999999999,117.01241,9,CPU synthetic smoke,
1024,8,32768,1,128,E,32768,16,0,32784,0,810.7479999999999,775.255,838.711,21.0,6.042,6.5,7.366340000000004,9,CPU synthetic smoke,
1024,8,32768,1,128,F,32768,16,0,32784,0,813.004,779.2180000000001,958.7479999999999,21.792,6.084,7.135199999999998,8.560590000000001,9,CPU synthetic smoke,
1024,8,32768,1,128,G,32768,16,0,32784,0,869.8739999999999,797.628,977.336,24.167,6.042,7.097799999999993,8.26932,9,CPU synthetic smoke,
1024,8,32768,3,1,A,98304,48,0,98352,0,22.125,20.75,22.875,4.0,6.042,6.0789,6.08218,9,CPU synthetic smoke,
1024,8,32768,3,1,B,32768,16,0,32784,0,18.708,18.209999999999997,19.918,1.459,5.833,5.9464,5.95648,9,CPU synthetic smoke,
1024,8,32768,3,1,C,32768,2064,24576,59408,32768,57.709,54.5,61.167,13.25,14.625,14.8542,14.87084,9,CPU synthetic smoke,
1024,8,32768,3,1,D,32768,2064,24576,59408,1024,289.041,281.459,301.208,13.25,90.25,94.3458,94.46916,9,CPU synthetic smoke,
1024,8,32768,3,1,E,32768,16,0,32784,32768,52.876000000000005,50.292,57.251,17.292,14.709,14.8206,14.83052,9,CPU synthetic smoke,
1024,8,32768,3,1,F,32768,16,0,32784,32768,52.292,50.042,55.75,17.25,14.417,14.5664,14.57968,9,CPU synthetic smoke,
1024,8,32768,3,1,G,98304,48,0,98352,0,55.581999999999994,55.417,62.209,38.0,6.125,6.2038,6.20716,9,CPU synthetic smoke,
1024,8,32768,3,2,A,98304,48,0,98352,0,39.21,38.044000000000004,41.084,3.625,5.938,6.104,6.1208,9,CPU synthetic smoke,
1024,8,32768,3,2,B,32768,16,0,32784,0,37.126000000000005,36.5,39.625,1.417,5.9585,6.15675,6.19855,9,CPU synthetic smoke,
1024,8,32768,3,2,C,32768,2064,24576,59408,32768,97.832,96.125,101.167,13.0,14.000499999999999,14.25025,14.28365,9,CPU synthetic smoke,
1024,8,32768,3,2,D,32768,2064,24576,59408,1024,551.917,547.3750000000001,601.7099999999999,13.166,89.6875,90.81225,91.12885,9,CPU synthetic smoke,
1024,8,32768,3,2,E,32768,16,0,32784,32768,84.083,83.626,87.125,16.583,13.8955,14.1665,14.1997,9,CPU synthetic smoke,
1024,8,32768,3,2,F,32768,16,0,32784,32768,84.874,83.792,89.875,16.625,13.875,14.09375,14.11875,9,CPU synthetic smoke,
1024,8,32768,3,2,G,98304,48,0,98352,0,73.749,72.834,79.12299999999999,38.042,6.1045,6.26,6.284800000000001,9,CPU synthetic smoke,
1024,8,32768,3,4,A,98304,48,0,98352,0,74.956,73.04299999999999,78.916,3.667,6.0,6.1019,6.14863,9,CPU synthetic smoke,
1024,8,32768,3,4,B,32768,16,0,32784,0,72.542,70.959,77.75,1.416,5.9165,6.11715,6.19063,9,CPU synthetic smoke,
1024,8,32768,3,4,C,32768,2064,24576,59408,32768,187.541,181.207,188.502,13.25,14.041,14.4266,14.51812,9,CPU synthetic smoke,
1024,8,32768,3,4,D,32768,2064,24576,59408,1024,1132.6229999999998,1117.75,1152.333,13.875,91.479,98.08749999999999,99.5175,9,CPU synthetic smoke,
1024,8,32768,3,4,E,32768,16,0,32784,32768,153.916,152.582,162.709,17.458,14.021,14.5747,14.64774,9,CPU synthetic smoke,
1024,8,32768,3,4,F,32768,16,0,32784,32768,154.545,151.875,171.418,17.0,14.042,14.46905,14.56101,9,CPU synthetic smoke,
1024,8,32768,3,4,G,98304,48,0,98352,0,112.085,108.333,118.458,38.417,6.0415,6.30625,6.32849,9,CPU synthetic smoke,
1024,8,32768,3,8,A,98304,48,0,98352,0,162.5,153.042,176.918,4.417,6.292,7.160699999999999,7.29482,9,CPU synthetic smoke,
1024,8,32768,3,8,B,32768,16,0,32784,0,151.169,146.623,188.209,1.625,6.2085,6.6598500000000005,6.67016,9,CPU synthetic smoke,
1024,8,32768,3,8,C,32768,2064,24576,59408,32768,390.002,362.16799999999995,403.168,14.459,14.646,18.116049999999994,19.54841,9,CPU synthetic smoke,
1024,8,32768,3,8,D,32768,2064,24576,59408,1024,2315.165,2207.002,2735.709,15.417,95.146,99.59365,101.58157,9,CPU synthetic smoke,
1024,8,32768,3,8,E,32768,16,0,32784,32768,314.08500000000004,299.582,327.581,20.875,14.417,15.02955,15.37782,9,CPU synthetic smoke,
1024,8,32768,3,8,F,32768,16,0,32784,32768,322.544,303.125,365.96000000000004,26.917,14.625,15.881349999999998,16.453409999999998,9,CPU synthetic smoke,
1024,8,32768,3,8,G,98304,48,0,98352,0,200.084,189.208,229.459,44.917,6.208,6.885649999999999,7.39748,9,CPU synthetic smoke,
1024,8,32768,3,16,A,98304,48,0,98352,0,301.624,295.539,337.16700000000003,4.084,6.208,6.625,6.806470000000001,9,CPU synthetic smoke,
1024,8,32768,3,16,B,32768,16,0,32784,0,303.956,283.95899999999995,326.458,1.5,6.2915,6.7353,7.3370000000000015,9,CPU synthetic smoke,
1024,8,32768,3,16,C,32768,2064,24576,59408,32768,718.875,684.6640000000001,821.9159999999999,14.791,14.6045,14.98565,15.14726,9,CPU synthetic smoke,
1024,8,32768,3,16,D,32768,2064,24576,59408,1024,4544.416,4414.75,4698.125,13.25,91.083,97.04595,111.48726,9,CPU synthetic smoke,
1024,8,32768,3,16,E,32768,16,0,32784,32768,593.502,558.082,609.124,17.833,13.958,15.1919,15.46099,9,CPU synthetic smoke,
1024,8,32768,3,16,F,32768,16,0,32784,32768,585.705,557.6650000000001,612.4590000000001,17.291,13.958,15.0683,17.462240000000005,9,CPU synthetic smoke,
1024,8,32768,3,16,G,98304,48,0,98352,0,344.708,317.71000000000004,354.207,39.5,5.9375,6.527299999999999,7.616230000000002,9,CPU synthetic smoke,
1024,8,32768,3,32,A,98304,48,0,98352,0,592.246,584.246,734.201,4.292,6.042,6.667,7.9327,9,CPU synthetic smoke,
1024,8,32768,3,32,B,32768,16,0,32784,0,598.712,592.833,602.834,1.875,6.083,6.582750000000001,7.868749999999993,9,CPU synthetic smoke,
1024,8,32768,3,32,C,32768,2064,24576,59408,32768,1447.912,1420.827,1644.792,22.625,14.5,16.99975,18.17535,9,CPU synthetic smoke,
1024,8,32768,3,32,D,32768,2064,24576,59408,1024,9368.499,9085.491,9532.663999999999,18.167,94.0,99.99000000000001,161.37289999999993,9,CPU synthetic smoke,
1024,8,32768,3,32,E,32768,16,0,32784,32768,1167.501,1116.666,1204.4940000000001,22.042,14.375,15.05225,18.740199999999998,9,CPU synthetic smoke,
1024,8,32768,3,32,F,32768,16,0,32784,32768,1207.588,1111.833,1482.33,25.0,14.458,15.90625,19.499399999999966,9,CPU synthetic smoke,
1024,8,32768,3,32,G,98304,48,0,98352,0,662.5440000000001,616.125,708.712,44.042,6.125,6.8755,8.3875,9,CPU synthetic smoke,
1024,8,32768,3,64,A,98304,48,0,98352,0,1172.837,1091.416,1223.8200000000002,3.917,6.083,6.4354499999999994,6.995530000000001,9,CPU synthetic smoke,
1024,8,32768,3,64,B,32768,16,0,32784,0,1185.3339999999998,1093.873,1306.551,1.583,6.042,6.352449999999999,7.685720000000001,9,CPU synthetic smoke,
1024,8,32768,3,64,C,32768,2064,24576,59408,32768,2788.412,2680.58,2810.124,17.5,14.333,14.64345,18.92725,9,CPU synthetic smoke,
1024,8,32768,3,64,D,32768,2064,24576,59408,1024,18221.952,18006.087,18414.827999999998,14.958,93.458,99.22224999999997,110.00444000000007,9,CPU synthetic smoke,
1024,8,32768,3,64,E,32768,16,0,32784,32768,2283.5389999999998,2255.704,2443.785,22.709,14.375,15.041,19.039970000000007,9,CPU synthetic smoke,
1024,8,32768,3,64,F,32768,16,0,32784,32768,2268.209,2118.829,2292.243,20.791,14.292,14.643899999999999,14.88247,9,CPU synthetic smoke,
1024,8,32768,3,64,G,98304,48,0,98352,0,1289.123,1164.497,1338.126,51.084,6.1455,6.5,8.33769,9,CPU synthetic smoke,
1024,8,32768,3,128,A,98304,48,0,98352,0,2335.418,2185.618,2409.652,4.25,5.917,6.291,7.493530000000003,9,CPU synthetic smoke,
1024,8,32768,3,128,B,32768,16,0,32784,0,2341.1600000000003,2174.743,2358.837,1.75,5.709,6.291,6.9327800000000135,9,CPU synthetic smoke,
1024,8,32768,3,128,C,32768,2064,24576,59408,32768,5600.326,5293.124,5910.918,31.25,14.334,14.709,20.465000000000032,9,CPU synthetic smoke,
1024,8,32768,3,128,D,32768,2064,24576,59408,1024,36130.412,34314.886,36713.208999999995,23.375,93.083,97.97049999999997,114.38889000000013,9,CPU synthetic smoke,
1024,8,32768,3,128,E,32768,16,0,32784,32768,4523.4980000000005,4238.406,4671.042,32.125,14.292,14.5,18.266610000000014,9,CPU synthetic smoke,
1024,8,32768,3,128,F,32768,16,0,32784,32768,4492.920999999999,4366.333,4539.63,30.333,13.833,14.5,15.89361000000002,9,CPU synthetic smoke,
1024,8,32768,3,128,G,98304,48,0,98352,0,2421.486,2221.544,2455.8689999999997,59.333,5.791,6.333,7.914360000000019,9,CPU synthetic smoke,
