device,cells,rank,consumers,arm,mode,block,domain_id,domain_name,gross_mJ,seconds,operations
cpu,144,32,3,C,write,2,intel-rapl:1:0,dram,7576.774,1.0001059137284756,31750
cpu,144,32,3,C,read,2,intel-rapl:0,package-1,100649.339,1.0003171218559146,55290
cpu,144,32,3,C,read,2,intel-rapl:1,package-0,89072.526,1.0003171218559146,55290
cpu,144,32,3,C,read,2,intel-rapl:0:0,dram,11725.476,1.0003171218559146,55290
cpu,144,32,3,C,read,2,intel-rapl:1:0,dram,7582.65,1.0003171218559146,55290
cpu,144,32,3,D,read,2,intel-rapl:0,package-1,104406.532,1.0002710279077291,32820
cpu,144,32,3,D,read,2,intel-rapl:1,package-0,91447.703,1.0002710279077291,32820
cpu,144,32,3,D,read,2,intel-rapl:0:0,dram,11754.164,1.0002710279077291,32820
cpu,144,32,3,D,read,2,intel-rapl:1:0,dram,7591.921,1.0002710279077291,32820
cpu,144,32,3,D,idle,2,intel-rapl:0,package-1,49874.445,1.0010698540136218,0
cpu,144,32,3,D,idle,2,intel-rapl:1,package-0,47153.932,1.0010698540136218,0
cpu,144,32,3,D,idle,2,intel-rapl:0:0,dram,7307.51,1.0010698540136218,0
cpu,144,32,3,D,idle,2,intel-rapl:1:0,dram,7973.855,1.0010698540136218,0
cpu,144,32,3,D,write,2,intel-rapl:0,package-1,100137.439,1.0000499179586768,38050
cpu,144,32,3,D,write,2,intel-rapl:1,package-0,91376.658,1.0000499179586768,38050
cpu,144,32,3,D,write,2,intel-rapl:0:0,dram,11750.813,1.0000499179586768,38050
cpu,144,32,3,D,write,2,intel-rapl:1:0,dram,7568.88,1.0000499179586768,38050
cpu,144,32,3,B,write,2,intel-rapl:0,package-1,104995.276,1.0000045346096158,313570
cpu,144,32,3,B,write,2,intel-rapl:1,package-0,101382.37,1.0000045346096158,313570
cpu,144,32,3,B,write,2,intel-rapl:0:0,dram,11769.112,1.0000045346096158,313570
cpu,144,32,3,B,write,2,intel-rapl:1:0,dram,7574.05,1.0000045346096158,313570
cpu,144,32,3,B,idle,2,intel-rapl:0,package-1,49138.729,1.0010457457974553,0
cpu,144,32,3,B,idle,2,intel-rapl:1,package-0,46653.201,1.0010457457974553,0
cpu,144,32,3,B,idle,2,intel-rapl:0:0,dram,7291.199,1.0010457457974553,0
cpu,144,32,3,B,idle,2,intel-rapl:1:0,dram,8193.9,1.0010457457974553,0
cpu,144,32,3,B,read,2,intel-rapl:0,package-1,101082.505,1.0000109933316708,105840
cpu,144,32,3,B,read,2,intel-rapl:1,package-0,88065.082,1.0000109933316708,105840
cpu,144,32,3,B,read,2,intel-rapl:0:0,dram,11759.58,1.0000109933316708,105840
cpu,144,32,3,B,read,2,intel-rapl:1:0,dram,7580.798,1.0000109933316708,105840
cpu,144,32,3,F,read,2,intel-rapl:0,package-1,105138.159,1.0000258730724454,64650
cpu,144,32,3,F,read,2,intel-rapl:1,package-0,91279.185,1.0000258730724454,64650
cpu,144,32,3,F,read,2,intel-rapl:0:0,dram,11753.062,1.0000258730724454,64650
cpu,144,32,3,F,read,2,intel-rapl:1:0,dram,7585.878,1.0000258730724454,64650
cpu,144,32,3,F,write,2,intel-rapl:0,package-1,105077.734,1.0000456823036075,56900
cpu,144,32,3,F,write,2,intel-rapl:1,package-0,91633.188,1.0000456823036075,56900
cpu,144,32,3,F,write,2,intel-rapl:0:0,dram,11752.71,1.0000456823036075,56900
cpu,144,32,3,F,write,2,intel-rapl:1:0,dram,7599.525,1.0000456823036075,56900
cpu,144,32,3,F,idle,2,intel-rapl:0,package-1,50904.227,1.0010605063289404,0
cpu,144,32,3,F,idle,2,intel-rapl:1,package-0,48622.862,1.0010605063289404,0
cpu,144,32,3,F,idle,2,intel-rapl:0:0,dram,6973.771,1.0010605063289404,0
cpu,144,32,3,F,idle,2,intel-rapl:1:0,dram,8422.069,1.0010605063289404,0
cpu,144,32,3,E,read,2,intel-rapl:0,package-1,100965.379,1.000001666136086,64680
cpu,144,32,3,E,read,2,intel-rapl:1,package-0,88111.59,1.000001666136086,64680
cpu,144,32,3,E,read,2,intel-rapl:0:0,dram,11744.28,1.000001666136086,64680
cpu,144,32,3,E,read,2,intel-rapl:1:0,dram,7576.009,1.000001666136086,64680
cpu,144,32,3,E,write,2,intel-rapl:0,package-1,104897.192,1.0001091258600354,56850
cpu,144,32,3,E,write,2,intel-rapl:1,package-0,91633.799,1.0001091258600354,56850
cpu,144,32,3,E,write,2,intel-rapl:0:0,dram,11752.481,1.0001091258600354,56850
cpu,144,32,3,E,write,2,intel-rapl:1:0,dram,7574.77,1.0001091258600354,56850
cpu,144,32,3,E,idle,2,intel-rapl:0,package-1,55176.494,1.0010603908449411,0
cpu,144,32,3,E,idle,2,intel-rapl:1,package-0,53411.912,1.0010603908449411,0
cpu,144,32,3,E,idle,2,intel-rapl:0:0,dram,8089.11,1.0010603908449411,0
cpu,144,32,3,E,idle,2,intel-rapl:1:0,dram,8639.558,1.0010603908449411,0
cpu,144,32,3,G,read,2,intel-rapl:0,package-1,101081.04,1.0001301132142544,105810
cpu,144,32,3,G,read,2,intel-rapl:1,package-0,94110.904,1.0001301132142544,105810
cpu,144,32,3,G,read,2,intel-rapl:0:0,dram,11743.362,1.0001301132142544,105810
cpu,144,32,3,G,read,2,intel-rapl:1:0,dram,7578.61,1.0001301132142544,105810
cpu,144,32,3,G,write,2,intel-rapl:0,package-1,105439.428,1.0003048600628972,21340
cpu,144,32,3,G,write,2,intel-rapl:1,package-0,102724.285,1.0003048600628972,21340
cpu,144,32,3,G,write,2,intel-rapl:0:0,dram,11766.174,1.0003048600628972,21340
cpu,144,32,3,G,write,2,intel-rapl:1:0,dram,7590.239,1.0003048600628972,21340
cpu,144,32,3,G,idle,2,intel-rapl:0,package-1,57365.698,1.001060520298779,0
cpu,144,32,3,G,idle,2,intel-rapl:1,package-0,57362.28,1.001060520298779,0
cpu,144,32,3,G,idle,2,intel-rapl:0:0,dram,8728.405,1.001060520298779,0
cpu,144,32,3,G,idle,2,intel-rapl:1:0,dram,8581.54,1.001060520298779,0
cpu,144,32,3,D,read,3,intel-rapl:0,package-1,100508.287,1.0001662848517299,32970
cpu,144,32,3,D,read,3,intel-rapl:1,package-0,92520.21,1.0001662848517299,32970
cpu,144,32,3,D,read,3,intel-rapl:0:0,dram,11752.496,1.0001662848517299,32970
cpu,144,32,3,D,read,3,intel-rapl:1:0,dram,7607.237,1.0001662848517299,32970
cpu,144,32,3,D,idle,3,intel-rapl:0,package-1,55854.35,1.0010759243741632,0
cpu,144,32,3,D,idle,3,intel-rapl:1,package-0,55501.383,1.0010759243741632,0
cpu,144,32,3,D,idle,3,intel-rapl:0:0,dram,8432.274,1.0010759243741632,0
cpu,144,32,3,D,idle,3,intel-rapl:1:0,dram,8190.809,1.0010759243741632,0
cpu,144,32,3,D,write,3,intel-rapl:0,package-1,100417.04,1.00023961532861,37970
cpu,144,32,3,D,write,3,intel-rapl:1,package-0,98329.4,1.00023961532861,37970
cpu,144,32,3,D,write,3,intel-rapl:0:0,dram,11762.012,1.00023961532861,37970
cpu,144,32,3,D,write,3,intel-rapl:1:0,dram,7596.389,1.00023961532861,37970
cpu,144,32,3,B,idle,3,intel-rapl:0,package-1,55532.634,1.0010548355057836,0
cpu,144,32,3,B,idle,3,intel-rapl:1,package-0,54930.828,1.0010548355057836,0
cpu,144,32,3,B,idle,3,intel-rapl:0:0,dram,7614.764,1.0010548355057836,0
cpu,144,32,3,B,idle,3,intel-rapl:1:0,dram,8769.287,1.0010548355057836,0
cpu,144,32,3,B,write,3,intel-rapl:0,package-1,100792.1,1.000025331042707,313170
cpu,144,32,3,B,write,3,intel-rapl:1,package-0,98576.042,1.000025331042707,313170
cpu,144,32,3,B,write,3,intel-rapl:0:0,dram,11756.734,1.000025331042707,313170
cpu,144,32,3,B,write,3,intel-rapl:1:0,dram,7607.542,1.000025331042707,313170
cpu,144,32,3,B,read,3,intel-rapl:0,package-1,104999.121,1.0001000249758363,105780
cpu,144,32,3,B,read,3,intel-rapl:1,package-0,92165.291,1.0001000249758363,105780
cpu,144,32,3,B,read,3,intel-rapl:0:0,dram,11766.297,1.0001000249758363,105780
cpu,144,32,3,B,read,3,intel-rapl:1:0,dram,7597.781,1.0001000249758363,105780
cpu,144,32,3,E,idle,3,intel-rapl:0,package-1,54597.578,1.0010540215298533,0
cpu,144,32,3,E,idle,3,intel-rapl:1,package-0,52666.613,1.0010540215298533,0
cpu,144,32,3,E,idle,3,intel-rapl:0:0,dram,8039.308,1.0010540215298533,0
cpu,144,32,3,E,idle,3,intel-rapl:1:0,dram,8919.487,1.0010540215298533,0
cpu,144,32,3,E,write,3,intel-rapl:0,package-1,100515.734,1.0001081861555576,56700
cpu,144,32,3,E,write,3,intel-rapl:1,package-0,93063.91,1.0001081861555576,56700
cpu,144,32,3,E,write,3,intel-rapl:0:0,dram,11752.787,1.0001081861555576,56700
cpu,144,32,3,E,write,3,intel-rapl:1:0,dram,7592.227,1.0001081861555576,56700
cpu,144,32,3,E,read,3,intel-rapl:0,package-1,105259.13,1.0001685684546828,64800
cpu,144,32,3,E,read,3,intel-rapl:1,package-0,102837.383,1.0001685684546828,64800
cpu,144,32,3,E,read,3,intel-rapl:0:0,dram,11752.052,1.0001685684546828,64800
cpu,144,32,3,E,read,3,intel-rapl:1:0,dram,7579.483,1.0001685684546828,64800
cpu,144,32,3,G,read,3,intel-rapl:0,package-1,105025.671,1.000049876049161,105150
cpu,144,32,3,G,read,3,intel-rapl:1,package-0,102339.582,1.000049876049161,105150
cpu,144,32,3,G,read,3,intel-rapl:0:0,dram,11766.052,1.000049876049161,105150
cpu,144,32,3,G,read,3,intel-rapl:1:0,dram,7593.39,1.000049876049161,105150
cpu,144,32,3,G,write,3,intel-rapl:0,package-1,105248.876,1.000061427243054,21210
cpu,144,32,3,G,write,3,intel-rapl:1,package-0,91833.138,1.000061427243054,21210
cpu,144,32,3,G,write,3,intel-rapl:0:0,dram,11776.288,1.000061427243054,21210
cpu,144,32,3,G,write,3,intel-rapl:1:0,dram,7576.254,1.000061427243054,21210
cpu,144,32,3,G,idle,3,intel-rapl:0,package-1,46193.912,1.00103247910738,0
cpu,144,32,3,G,idle,3,intel-rapl:1,package-0,43583.446,1.00103247910738,0
cpu,144,32,3,G,idle,3,intel-rapl:0:0,dram,7014.055,1.00103247910738,0
cpu,144,32,3,G,idle,3,intel-rapl:1:0,dram,9296.662,1.00103247910738,0
cpu,144,32,3,C,idle,3,intel-rapl:0,package-1,45735.784,1.0010466007515788,0
cpu,144,32,3,C,idle,3,intel-rapl:1,package-0,43029.065,1.0010466007515788,0
cpu,144,32,3,C,idle,3,intel-rapl:0:0,dram,7115.143,1.0010466007515788,0
cpu,144,32,3,C,idle,3,intel-rapl:1:0,dram,9666.907,1.0010466007515788,0
cpu,144,32,3,C,read,3,intel-rapl:0,package-1,99184.378,1.0001752823591232,53970
cpu,144,32,3,C,read,3,intel-rapl:1,package-0,88180.072,1.0001752823591232,53970
cpu,144,32,3,C,read,3,intel-rapl:0:0,dram,11752.955,1.0001752823591232,53970
cpu,144,32,3,C,read,3,intel-rapl:1:0,dram,7601.545,1.0001752823591232,53970
cpu,144,32,3,C,write,3,intel-rapl:0,package-1,104604.651,1.0001784730702639,37920
cpu,144,32,3,C,write,3,intel-rapl:1,package-0,91529.734,1.0001784730702639,37920
cpu,144,32,3,C,write,3,intel-rapl:0:0,dram,11758.922,1.0001784730702639,37920
cpu,144,32,3,C,write,3,intel-rapl:1:0,dram,7585.373,1.0001784730702639,37920
cpu,144,32,3,F,read,3,intel-rapl:0,package-1,105070.898,1.0001973677426577,64650
cpu,144,32,3,F,read,3,intel-rapl:1,package-0,91882.272,1.0001973677426577,64650
cpu,144,32,3,F,read,3,intel-rapl:0:0,dram,11728.567,1.0001973677426577,64650
cpu,144,32,3,F,read,3,intel-rapl:1:0,dram,7598.944,1.0001973677426577,64650
cpu,144,32,3,F,idle,3,intel-rapl:0,package-1,46830.935,1.001060496084392,0
cpu,144,32,3,F,idle,3,intel-rapl:1,package-0,43842.295,1.001060496084392,0
cpu,144,32,3,F,idle,3,intel-rapl:0:0,dram,6954.859,1.001060496084392,0
cpu,144,32,3,F,idle,3,intel-rapl:1:0,dram,9073.941,1.001060496084392,0
cpu,144,32,3,F,write,3,intel-rapl:0,package-1,100371.569,1.0001025991514325,56630
cpu,144,32,3,F,write,3,intel-rapl:1,package-0,93055.059,1.0001025991514325,56630
cpu,144,32,3,F,write,3,intel-rapl:0:0,dram,11751.761,1.0001025991514325,56630
cpu,144,32,3,F,write,3,intel-rapl:1:0,dram,7585.358,1.0001025991514325,56630
cpu,144,32,3,A,write,3,intel-rapl:0,package-1,105223.18,1.0001875115558505,29210
cpu,144,32,3,A,write,3,intel-rapl:1,package-0,102605.084,1.0001875115558505,29210
cpu,144,32,3,A,write,3,intel-rapl:0:0,dram,11764.063,1.0001875115558505,29210
cpu,144,32,3,A,write,3,intel-rapl:1:0,dram,7593.528,1.0001875115558505,29210
cpu,144,32,3,A,idle,3,intel-rapl:0,package-1,46833.01,1.0010434808209538,0
cpu,144,32,3,A,idle,3,intel-rapl:1,package-0,44305.551,1.0010434808209538,0
cpu,144,32,3,A,idle,3,intel-rapl:0:0,dram,6810.168,1.0010434808209538,0
cpu,144,32,3,A,idle,3,intel-rapl:1:0,dram,9165.939,1.0010434808209538,0
cpu,144,32,3,A,read,3,intel-rapl:0,package-1,100898.423,1.000082017853856,104820
cpu,144,32,3,A,read,3,intel-rapl:1,package-0,90214.796,1.000082017853856,104820
cpu,144,32,3,A,read,3,intel-rapl:0:0,dram,11761.171,1.000082017853856,104820
cpu,144,32,3,A,read,3,intel-rapl:1:0,dram,7579.864,1.000082017853856,104820
cpu,144,32,3,A,idle,4,intel-rapl:0,package-1,46433.719,1.0010562585666776,0
cpu,144,32,3,A,idle,4,intel-rapl:1,package-0,43888.804,1.0010562585666776,0
cpu,144,32,3,A,idle,4,intel-rapl:0:0,dram,6881.083,1.0010562585666776,0
cpu,144,32,3,A,idle,4,intel-rapl:1:0,dram,8792.482,1.0010562585666776,0
cpu,144,32,3,A,read,4,intel-rapl:0,package-1,101062.73,1.0013569761067629,105030
cpu,144,32,3,A,read,4,intel-rapl:1,package-0,88160.297,1.0013569761067629,105030
cpu,144,32,3,A,read,4,intel-rapl:0:0,dram,11763.252,1.0013569761067629,105030
cpu,144,32,3,A,read,4,intel-rapl:1:0,dram,7588.127,1.0013569761067629,105030
cpu,144,32,3,A,write,4,intel-rapl:0,package-1,105172.46,1.0000433968380094,29360
cpu,144,32,3,A,write,4,intel-rapl:1,package-0,91736.947,1.0000433968380094,29360
cpu,144,32,3,A,write,4,intel-rapl:0:0,dram,11753.72,1.0000433968380094,29360
cpu,144,32,3,A,write,4,intel-rapl:1:0,dram,7567.747,1.0000433968380094,29360
cpu,144,32,3,B,write,4,intel-rapl:0,package-1,105025.915,1.0000118846073747,315350
cpu,144,32,3,B,write,4,intel-rapl:1,package-0,91749.643,1.0000118846073747,315350
cpu,144,32,3,B,write,4,intel-rapl:0:0,dram,11766.419,1.0000118846073747,315350
cpu,144,32,3,B,write,4,intel-rapl:1:0,dram,7582.205,1.0000118846073747,315350
cpu,144,32,3,B,idle,4,intel-rapl:0,package-1,47475.769,1.0010624593123794,0
cpu,144,32,3,B,idle,4,intel-rapl:1,package-0,44972.236,1.0010624593123794,0
cpu,144,32,3,B,idle,4,intel-rapl:0:0,dram,7138.338,1.0010624593123794,0
cpu,144,32,3,B,idle,4,intel-rapl:1:0,dram,10210.976,1.0010624593123794,0
cpu,144,32,3,B,read,4,intel-rapl:0,package-1,101245.835,1.0002150051295757,106860
cpu,144,32,3,B,read,4,intel-rapl:1,package-0,87971.15,1.0002150051295757,106860
cpu,144,32,3,B,read,4,intel-rapl:0:0,dram,11772.156,1.0002150051295757,106860
cpu,144,32,3,B,read,4,intel-rapl:1:0,dram,7581.166,1.0002150051295757,106860
cpu,144,32,3,G,idle,4,intel-rapl:0,package-1,46691.897,1.001060671173036,0
cpu,144,32,3,G,idle,4,intel-rapl:1,package-0,43946.116,1.001060671173036,0
cpu,144,32,3,G,idle,4,intel-rapl:0:0,dram,6713.686,1.001060671173036,0
cpu,144,32,3,G,idle,4,intel-rapl:1:0,dram,9391.844,1.001060671173036,0
cpu,144,32,3,G,write,4,intel-rapl:0,package-1,100662.218,1.0002021845430136,21090
cpu,144,32,3,G,write,4,intel-rapl:1,package-0,98385.491,1.0002021845430136,21090
cpu,144,32,3,G,write,4,intel-rapl:0:0,dram,11766.006,1.0002021845430136,21090
cpu,144,32,3,G,write,4,intel-rapl:1:0,dram,7579.36,1.0002021845430136,21090
cpu,144,32,3,G,read,4,intel-rapl:0,package-1,105215.124,1.0001101242378354,105780
cpu,144,32,3,G,read,4,intel-rapl:1,package-0,102062.055,1.0001101242378354,105780
cpu,144,32,3,G,read,4,intel-rapl:0:0,dram,11768.301,1.0001101242378354,105780
cpu,144,32,3,G,read,4,intel-rapl:1:0,dram,7581.273,1.0001101242378354,105780
cpu,144,32,3,D,read,4,intel-rapl:0,package-1,104681.495,1.0000088615342975,33300
cpu,144,32,3,D,read,4,intel-rapl:1,package-0,91600.657,1.0000088615342975,33300
cpu,144,32,3,D,read,4,intel-rapl:0:0,dram,11767.995,1.0000088615342975,33300
cpu,144,32,3,D,read,4,intel-rapl:1:0,dram,7578.243,1.0000088615342975,33300
cpu,144,32,3,D,idle,4,intel-rapl:0,package-1,46868.715,1.0010596979409456,0
cpu,144,32,3,D,idle,4,intel-rapl:1,package-0,44087.533,1.0010596979409456,0
cpu,144,32,3,D,idle,4,intel-rapl:0:0,dram,6089.415,1.0010596979409456,0
cpu,144,32,3,D,idle,4,intel-rapl:1:0,dram,8196.546,1.0010596979409456,0
cpu,144,32,3,D,write,4,intel-rapl:0,package-1,100514.208,1.0001595243811607,38390
cpu,144,32,3,D,write,4,intel-rapl:1,package-0,90542.798,1.0001595243811607,38390
cpu,144,32,3,D,write,4,intel-rapl:0:0,dram,11770.443,1.0001595243811607,38390
cpu,144,32,3,D,write,4,intel-rapl:1:0,dram,7581.089,1.0001595243811607,38390
cpu,144,32,3,F,idle,4,intel-rapl:0,package-1,49200.863,1.0010479325428605,0
cpu,144,32,3,F,idle,4,intel-rapl:1,package-0,46473.819,1.0010479325428605,0
cpu,144,32,3,F,idle,4,intel-rapl:0:0,dram,6716.303,1.0010479325428605,0
cpu,144,32,3,F,idle,4,intel-rapl:1:0,dram,8104.349,1.0010479325428605,0
cpu,144,32,3,F,write,4,intel-rapl:0,package-1,100618.212,1.0000954000279307,56460
cpu,144,32,3,F,write,4,intel-rapl:1,package-0,87981.037,1.0000954000279307,56460
cpu,144,32,3,F,write,4,intel-rapl:0:0,dram,11768.301,1.0000954000279307,56460
cpu,144,32,3,F,write,4,intel-rapl:1:0,dram,7584.409,1.0000954000279307,56460
cpu,144,32,3,F,read,4,intel-rapl:0,package-1,104943.09,1.000444539822638,64530
cpu,144,32,3,F,read,4,intel-rapl:1,package-0,91651.804,1.000444539822638,64530
cpu,144,32,3,F,read,4,intel-rapl:0:0,dram,11774.283,1.000444539822638,64530
cpu,144,32,3,F,read,4,intel-rapl:1:0,dram,7585.327,1.000444539822638,64530
cpu,144,32,3,E,idle,4,intel-rapl:0,package-1,46959.352,1.001060607843101,0
cpu,144,32,3,E,idle,4,intel-rapl:1,package-0,44270.273,1.001060607843101,0
cpu,144,32,3,E,idle,4,intel-rapl:0:0,dram,6642.587,1.001060607843101,0
cpu,144,32,3,E,idle,4,intel-rapl:1:0,dram,8484.493,1.001060607843101,0
cpu,144,32,3,E,write,4,intel-rapl:0,package-1,100405.444,1.0000744014978409,56700
cpu,144,32,3,E,write,4,intel-rapl:1,package-0,92192.086,1.0000744014978409,56700
cpu,144,32,3,E,write,4,intel-rapl:0:0,dram,11762.747,1.0000744014978409,56700
cpu,144,32,3,E,write,4,intel-rapl:1:0,dram,7587.653,1.0000744014978409,56700
cpu,144,32,3,E,read,4,intel-rapl:0,package-1,105029.943,1.0003816979005933,64920
cpu,144,32,3,E,read,4,intel-rapl:1,package-0,102693.524,1.0003816979005933,64920
cpu,144,32,3,E,read,4,intel-rapl:0:0,dram,11758.249,1.0003816979005933,64920
cpu,144,32,3,E,read,4,intel-rapl:1:0,dram,7594.996,1.0003816979005933,64920
cpu,144,32,3,C,read,4,intel-rapl:0,package-1,104939.673,1.0000060945749283,54570
cpu,144,32,3,C,read,4,intel-rapl:1,package-0,102335.248,1.0000060945749283,54570
cpu,144,32,3,C,read,4,intel-rapl:0:0,dram,11758.448,1.0000060945749283,54570
cpu,144,32,3,C,read,4,intel-rapl:1:0,dram,7558.613,1.0000060945749283,54570
cpu,144,32,3,C,write,4,intel-rapl:0,package-1,104845.191,1.0002623358741403,38140
cpu,144,32,3,C,write,4,intel-rapl:1,package-0,91929.757,1.0002623358741403,38140
cpu,144,32,3,C,write,4,intel-rapl:0:0,dram,11766.786,1.0002623358741403,38140
cpu,144,32,3,C,write,4,intel-rapl:1:0,dram,7581.854,1.0002623358741403,38140
cpu,144,32,3,C,idle,4,intel-rapl:0,package-1,47142.518,1.0010776594281197,0
cpu,144,32,3,C,idle,4,intel-rapl:1,package-0,44619.454,1.0010776594281197,0
cpu,144,32,3,C,idle,4,intel-rapl:0:0,dram,6099.621,1.0010776594281197,0
cpu,144,32,3,C,idle,4,intel-rapl:1:0,dram,8742.451,1.0010776594281197,0
cpu,2304,32,3,F,idle,0,intel-rapl:0,package-1,48878.659,1.001037485897541,0
cpu,2304,32,3,F,idle,0,intel-rapl:1,package-0,46301.761,1.001037485897541,0
cpu,2304,32,3,F,idle,0,intel-rapl:0:0,dram,6122.937,1.001037485897541,0
cpu,2304,32,3,F,idle,0,intel-rapl:1:0,dram,8612.339,1.001037485897541,0
cpu,2304,32,3,F,read,0,intel-rapl:0,package-1,100024.402,1.003175145946443,8340
cpu,2304,32,3,F,read,0,intel-rapl:1,package-0,86103.174,1.003175145946443,8340
cpu,2304,32,3,F,read,0,intel-rapl:0:0,dram,11807.653,1.003175145946443,8340
cpu,2304,32,3,F,read,0,intel-rapl:1:0,dram,7617.656,1.003175145946443,8340
cpu,2304,32,3,F,write,0,intel-rapl:0,package-1,108209.562,1.0002395156770945,7930
cpu,2304,32,3,F,write,0,intel-rapl:1,package-0,91832.223,1.0002395156770945,7930
cpu,2304,32,3,F,write,0,intel-rapl:0:0,dram,11755.327,1.0002395156770945,7930
cpu,2304,32,3,F,write,0,intel-rapl:1:0,dram,7588.31,1.0002395156770945,7930
cpu,2304,32,3,C,idle,0,intel-rapl:0,package-1,58889.619,1.001060332171619,0
cpu,2304,32,3,C,idle,0,intel-rapl:1,package-0,59845.367,1.001060332171619,0
cpu,2304,32,3,C,idle,0,intel-rapl:0:0,dram,5957.545,1.001060332171619,0
cpu,2304,32,3,C,idle,0,intel-rapl:1:0,dram,7603.412,1.001060332171619,0
cpu,2304,32,3,C,write,0,intel-rapl:0,package-1,101178.513,1.000225561670959,9420
cpu,2304,32,3,C,write,0,intel-rapl:1,package-0,88237.445,1.000225561670959,9420
cpu,2304,32,3,C,write,0,intel-rapl:0:0,dram,11741.923,1.000225561670959,9420
cpu,2304,32,3,C,write,0,intel-rapl:1:0,dram,7602.799,1.000225561670959,9420
cpu,2304,32,3,C,read,0,intel-rapl:0,package-1,107807.159,1.001487696543336,7200
cpu,2304,32,3,C,read,0,intel-rapl:1,package-0,95637.878,1.001487696543336,7200
cpu,2304,32,3,C,read,0,intel-rapl:0:0,dram,11796.576,1.001487696543336,7200
cpu,2304,32,3,C,read,0,intel-rapl:1:0,dram,7596.251,1.001487696543336,7200
cpu,2304,32,3,D,write,0,intel-rapl:0,package-1,105398.35,1.000577331520617,8960
cpu,2304,32,3,D,write,0,intel-rapl:1,package-0,103053.019,1.000577331520617,8960
cpu,2304,32,3,D,write,0,intel-rapl:0:0,dram,11773.686,1.000577331520617,8960
cpu,2304,32,3,D,write,0,intel-rapl:1:0,dram,7577.875,1.000577331520617,8960
cpu,2304,32,3,D,idle,0,intel-rapl:0,package-1,47333.803,1.0010604774579406,0
cpu,2304,32,3,D,idle,0,intel-rapl:1,package-0,44943.123,1.0010604774579406,0
cpu,2304,32,3,D,idle,0,intel-rapl:0:0,dram,7192.254,1.0010604774579406,0
cpu,2304,32,3,D,idle,0,intel-rapl:1:0,dram,8925.852,1.0010604774579406,0
cpu,2304,32,3,D,read,0,intel-rapl:0,package-1,101840.681,1.0060228919610381,3630
cpu,2304,32,3,D,read,0,intel-rapl:1,package-0,88674.76,1.0060228919610381,3630
cpu,2304,32,3,D,read,0,intel-rapl:0:0,dram,11820.719,1.0060228919610381,3630
cpu,2304,32,3,D,read,0,intel-rapl:1:0,dram,7630.355,1.0060228919610381,3630
cpu,2304,32,3,A,read,0,intel-rapl:0,package-1,109404.811,1.0001155538484454,18750
cpu,2304,32,3,A,read,0,intel-rapl:1,package-0,91446.665,1.0001155538484454,18750
cpu,2304,32,3,A,read,0,intel-rapl:0:0,dram,11761.554,1.0001155538484454,18750
cpu,2304,32,3,A,read,0,intel-rapl:1:0,dram,7575.427,1.0001155538484454,18750
cpu,2304,32,3,A,write,0,intel-rapl:0,package-1,107100.128,1.000497778877616,4140
cpu,2304,32,3,A,write,0,intel-rapl:1,package-0,91793.528,1.000497778877616,4140
cpu,2304,32,3,A,write,0,intel-rapl:0:0,dram,11756.948,1.000497778877616,4140
cpu,2304,32,3,A,write,0,intel-rapl:1:0,dram,7587.76,1.000497778877616,4140
cpu,2304,32,3,A,idle,0,intel-rapl:0,package-1,48156.92,1.0010461173951626,0
cpu,2304,32,3,A,idle,0,intel-rapl:1,package-0,45524.053,1.0010461173951626,0
cpu,2304,32,3,A,idle,0,intel-rapl:0:0,dram,6565.506,1.0010461173951626,0
cpu,2304,32,3,A,idle,0,intel-rapl:1:0,dram,8328.601,1.0010461173951626,0
cpu,2304,32,3,E,read,0,intel-rapl:0,package-1,103525.553,1.0007901974022388,8730
cpu,2304,32,3,E,read,0,intel-rapl:1,package-0,88017.963,1.0007901974022388,8730
cpu,2304,32,3,E,read,0,intel-rapl:0:0,dram,11769.541,1.0007901974022388,8730
cpu,2304,32,3,E,read,0,intel-rapl:1:0,dram,7584.623,1.0007901974022388,8730
cpu,2304,32,3,E,write,0,intel-rapl:0,package-1,105277.623,1.000954395160079,7930
cpu,2304,32,3,E,write,0,intel-rapl:1,package-0,91856.332,1.000954395160079,7930
cpu,2304,32,3,E,write,0,intel-rapl:0:0,dram,11773.87,1.000954395160079,7930
cpu,2304,32,3,E,write,0,intel-rapl:1:0,dram,7592.12,1.000954395160079,7930
cpu,2304,32,3,E,idle,0,intel-rapl:0,package-1,48079.162,1.0010552546009421,0
cpu,2304,32,3,E,idle,0,intel-rapl:1,package-0,45226.996,1.0010552546009421,0
cpu,2304,32,3,E,idle,0,intel-rapl:0:0,dram,6922.592,1.0010552546009421,0
cpu,2304,32,3,E,idle,0,intel-rapl:1:0,dram,8911.01,1.0010552546009421,0
cpu,2304,32,3,G,read,0,intel-rapl:0,package-1,104987.952,1.001476353034377,17940
cpu,2304,32,3,G,read,0,intel-rapl:1,package-0,93622.625,1.001476353034377,17940
cpu,2304,32,3,G,read,0,intel-rapl:0:0,dram,11774.864,1.001476353034377,17940
cpu,2304,32,3,G,read,0,intel-rapl:1:0,dram,7603.443,1.001476353034377,17940
cpu,2304,32,3,G,write,0,intel-rapl:0,package-1,106209.811,1.0003126058727503,3340
cpu,2304,32,3,G,write,0,intel-rapl:1,package-0,102813.152,1.0003126058727503,3340
cpu,2304,32,3,G,write,0,intel-rapl:0:0,dram,11771.775,1.0003126058727503,3340
