device,case_id,family,cells,rank,consumers,reuse,working_records,cache,arm,payload_bytes_per_record,stored_payload_bytes,serialized_metadata_bytes,resident_metadata_bytes,record_headers_bytes,read_write_ratio,implementation_sha256,median_total_us,ci_low,ci_high,median_write_us,read_p50_us,read_p95_us,read_p99_us,energy_gross_mJ_per_amortized_read,max_peak_gpu_bytes,blocks
cpu,38,core,576,32,1,64,1,warm,C,73728,73728,1152,4608,16,64.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,2900.121,2428.1689999999994,2926.580000000001,41.3,44.1155,46.794,55.29907999999999,,,11
cpu,38,core,576,32,1,64,1,warm,D,73728,73728,1152,4608,16,64.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,7001.448,5998.952000000001,7062.918,46.62,107.434,112.8558,121.72430999999996,,,11
cpu,38,core,576,32,1,64,1,warm,E,73728,73728,0,0,16,64.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,1272.346,1131.6740000000004,1365.1699999999996,51.532,16.9155,20.363999999999997,26.63281,,,11
cpu,38,core,576,32,1,64,1,warm,F,73728,73728,0,0,16,64.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,1256.066,1117.532,1360.0040000000004,57.919,19.566000000000003,20.167099999999998,27.126279999999998,,,11
cpu,38,core,576,32,1,64,1,warm,G,73728,73728,0,0,16,64.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,1287.596,1123.9750000000004,1374.3110000000001,64.944,16.8325,20.832299999999996,29.333479999999994,,,11
cpu,39,core,576,32,1,128,1,warm,A,73728,73728,0,0,16,128.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,2161.7740000000013,2152.8670000000006,2180.4170000000004,31.532,16.477,16.85015,21.373390000000015,,,11
cpu,39,core,576,32,1,128,1,warm,B,73728,73728,0,0,16,128.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,2190.7690000000002,2150.7769999999996,2228.471000000001,5.256,16.927500000000002,17.2333,20.34141,,,11
cpu,39,core,576,32,1,128,1,warm,C,73728,73728,1152,4608,16,128.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,4806.9360000000015,4785.820999999998,4825.501000000001,32.222,37.072,38.609899999999996,42.28305,,,11
cpu,39,core,576,32,1,128,1,warm,D,73728,73728,1152,4608,16,128.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,11894.656,11858.404999999997,11928.598999999993,35.777,92.11250000000001,95.86435,101.51021000000001,,,11
cpu,39,core,576,32,1,128,1,warm,E,73728,73728,0,0,16,128.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,2218.8009999999995,2171.063,2247.975,45.343,16.788,17.11795,21.59290000000001,,,11
cpu,39,core,576,32,1,128,1,warm,F,73728,73728,0,0,16,128.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,2212.1950000000006,2191.0160000000005,2233.9569999999994,47.757,16.8165,17.085350000000002,20.992500000000014,,,11
cpu,39,core,576,32,1,128,1,warm,G,73728,73728,0,0,16,128.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,2225.966999999999,2179.392,2335.226,53.766,16.5975,17.22075,21.61333000000001,,,11
cpu,40,core,576,32,3,1,1,warm,A,73728,221184,0,0,48,3.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,146.733,142.818,165.768,85.549,18.243,23.0751,23.50462,,,11
cpu,40,core,576,32,3,1,1,warm,B,73728,73728,0,0,16,3.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,59.973,59.05500000000001,61.573,5.367,17.494,19.5413,19.76106,,,11
cpu,40,core,576,32,3,1,1,warm,C,73728,73728,1152,13824,16,3.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,161.409,160.51,167.148,42.827,38.77,41.926700000000004,42.245340000000006,,,11
cpu,40,core,576,32,3,1,1,warm,D,73728,73728,1152,13824,16,3.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,343.42,342.0,348.421,46.874,97.529,102.5075,102.7161,,,11
cpu,40,core,576,32,3,1,1,warm,E,73728,73728,0,0,16,3.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,147.60999999999999,143.226,150.25799999999998,45.983,39.005,40.8542,41.006840000000004,,,11
cpu,40,core,576,32,3,1,1,warm,F,73728,73728,0,0,16,3.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,147.936,143.737,151.58800000000002,45.786,38.832,40.628299999999996,40.76966,,,11
cpu,40,core,576,32,3,1,1,warm,G,73728,221184,0,0,48,3.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,170.261,167.79899999999998,174.47,108.993,18.332,24.0626,24.57092,,,11
cpu,41,core,576,32,3,2,1,warm,A,73728,221184,0,0,48,6.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,198.07799999999997,193.641,221.163,85.652,17.361,21.789749999999998,22.60435,,,11
cpu,41,core,576,32,3,2,1,warm,B,73728,73728,0,0,16,6.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,112.618,108.02400000000002,115.608,5.332,17.129,19.29325,19.66585,,,11
cpu,41,core,576,32,3,2,1,warm,C,73728,73728,1152,13824,16,6.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,282.99,278.685,296.472,44.802,38.754999999999995,44.12825,44.92005,,,11
cpu,41,core,576,32,3,2,1,warm,D,73728,73728,1152,13824,16,6.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,633.021,626.176,635.317,46.428,95.69999999999999,102.10225,102.7067,,,11
cpu,41,core,576,32,3,2,1,warm,E,73728,73728,0,0,16,6.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,235.905,234.539,243.803,46.134,37.235,39.4405,39.8137,,,11
cpu,41,core,576,32,3,2,1,warm,F,73728,73728,0,0,16,6.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,236.24599999999998,233.236,246.90200000000002,45.85,37.2655,39.730000000000004,40.1724,,,11
cpu,41,core,576,32,3,2,1,warm,G,73728,221184,0,0,48,6.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,218.45,216.026,240.934,108.539,17.182000000000002,22.75525,24.0042,,,11
cpu,42,core,576,32,3,4,1,warm,A,73728,221184,0,0,48,12.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,293.853,292.25,304.538,85.55,16.872500000000002,19.915349999999997,21.851940000000003,,,11
cpu,42,core,576,32,3,4,1,warm,B,73728,73728,0,0,16,12.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,207.813,207.236,212.13199999999998,5.425,16.613500000000002,18.360349999999997,19.69047,,,11
cpu,42,core,576,32,3,4,1,warm,C,73728,73728,1152,13824,16,12.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,500.387,496.859,525.56,44.338,37.4975,42.6252,43.34606,,,11
cpu,42,core,576,32,3,4,1,warm,D,73728,73728,1152,13824,16,12.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,1194.343,1190.1319999999998,1196.821,46.449,94.12049999999999,101.36325,101.78489,,,11
cpu,42,core,576,32,3,4,1,warm,E,73728,73728,0,0,16,12.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,420.27099999999996,418.473,425.26800000000003,44.974,36.939,39.40945,40.65069,,,11
cpu,42,core,576,32,3,4,1,warm,F,73728,73728,0,0,16,12.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,422.45799999999997,417.22800000000007,453.067,45.604,37.3505,39.594699999999996,41.11094000000001,,,11
cpu,42,core,576,32,3,4,1,warm,G,73728,221184,0,0,48,12.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,323.281,318.571,332.92900000000003,108.11,16.9815,21.653049999999997,23.6474,,,11
cpu,43,core,576,32,3,8,1,warm,A,73728,221184,0,0,48,24.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,494.58299999999997,490.3889999999999,500.009,85.301,16.6675,18.303099999999997,21.123639999999998,,,11
cpu,43,core,576,32,3,8,1,warm,B,73728,73728,0,0,16,24.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,411.37600000000003,404.08600000000007,418.69999999999993,5.308,16.523,18.731949999999998,20.19241,,,11
cpu,43,core,576,32,3,8,1,warm,C,73728,73728,1152,13824,16,24.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,941.804,941.308,945.7569999999998,45.158,36.835499999999996,41.675799999999995,43.0248,,,11
cpu,43,core,576,32,3,8,1,warm,D,73728,73728,1152,13824,16,24.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,2303.2219999999993,2297.613,2311.9460000000004,48.725,92.931,98.76325,101.60755999999999,,,11
cpu,43,core,576,32,3,8,1,warm,E,73728,73728,0,0,16,24.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,790.375,781.097,888.5060000000003,46.616,36.670500000000004,40.40579999999999,42.94298,,,11
cpu,43,core,576,32,3,8,1,warm,F,73728,73728,0,0,16,24.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,786.3,782.2720000000002,800.385,47.953,36.582499999999996,39.3129,41.99073,,,11
cpu,43,core,576,32,3,8,1,warm,G,73728,221184,0,0,48,24.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,520.5009999999999,515.928,521.562,108.049,16.536,21.37374999999999,23.427719999999997,,,11
cpu,44,core,576,32,3,16,1,warm,A,73728,221184,0,0,48,48.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,891.3469999999999,886.7909999999998,895.7579999999999,84.755,16.5395,17.810499999999998,22.08209,,,11
cpu,44,core,576,32,3,16,1,warm,B,73728,73728,0,0,16,48.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,798.053,796.6010000000001,799.1250000000001,5.353,16.299999999999997,17.004849999999998,20.466050000000003,,,11
cpu,44,core,576,32,3,16,1,warm,C,73728,73728,1152,13824,16,48.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,1834.4730000000004,1820.23,1917.5519999999997,45.226,36.725,40.39294999999999,42.81239,,,11
cpu,44,core,576,32,3,16,1,warm,D,73728,73728,1152,13824,16,48.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,4555.237000000001,4541.216,4572.975,48.541,92.9795,98.55335,102.53858000000001,,,11
cpu,44,core,576,32,3,16,1,warm,E,73728,73728,0,0,16,48.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,1512.0909999999994,1503.0710000000001,1606.8650000000002,45.32,36.5145,38.521100000000004,41.73377,,,11
cpu,44,core,576,32,3,16,1,warm,F,73728,73728,0,0,16,48.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,1500.4250000000002,1494.2790000000005,1509.1830000000002,46.468,36.4875,38.57035,41.331430000000005,,,11
cpu,44,core,576,32,3,16,1,warm,G,73728,221184,0,0,48,48.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,923.007,918.5709999999999,926.5799999999997,109.456,16.7045,17.97385,23.165020000000002,,,11
cpu,45,core,576,32,3,32,1,warm,A,73728,221184,0,0,48,96.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,1702.5560000000003,1695.0530000000008,1708.1030000000003,86.537,16.567999999999998,17.387,22.093349999999997,,,11
cpu,45,core,576,32,3,32,1,warm,B,73728,73728,0,0,16,96.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,1585.701,1579.660999999999,1598.3709999999996,5.612,16.311999999999998,16.820249999999998,20.030599999999996,,,11
cpu,45,core,576,32,3,32,1,warm,C,73728,73728,1152,13824,16,96.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,3597.0279999999984,3590.765,3617.5979999999995,48.427,36.735,38.307,42.04715,,,11
cpu,45,core,576,32,3,32,1,warm,D,73728,73728,1152,13824,16,96.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,9020.127999999999,8996.064999999999,9035.846,49.9,92.82749999999999,97.09,102.9836,,,11
cpu,45,core,576,32,3,32,1,warm,E,73728,73728,0,0,16,96.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,2958.2119999999995,2950.7339999999995,2974.97,49.341,36.518,37.562,40.1682,,,11
cpu,45,core,576,32,3,32,1,warm,F,73728,73728,0,0,16,96.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,2956.763,2949.4220000000005,2968.8190000000013,49.258,36.517,37.50925,40.2512,,,11
cpu,45,core,576,32,3,32,1,warm,G,73728,221184,0,0,48,96.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,1752.245000000001,1716.096,1874.8889999999997,114.288,16.5765,18.0195,23.97055,,,11
cpu,46,core,576,32,3,64,1,warm,A,73728,221184,0,0,48,192.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,3265.8249999999994,3254.0889999999995,3303.0079999999975,85.748,16.442999999999998,16.80555,19.65558000000001,,,11
cpu,46,core,576,32,3,64,1,warm,B,73728,73728,0,0,16,192.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,3160.253999999999,3136.4059999999977,3172.4860000000003,5.471,16.35,16.654799999999998,18.93698,,,11
cpu,46,core,576,32,3,64,1,warm,C,73728,73728,1152,13824,16,192.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,7097.880000000001,7068.57,7142.705999999997,47.384,36.551,37.86574999999999,41.14794000000001,,,11
cpu,46,core,576,32,3,64,1,warm,D,73728,73728,1152,13824,16,192.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,17830.82999999999,17765.536999999997,17906.960000000003,50.987,92.27250000000001,95.99965,100.28881,,,11
cpu,46,core,576,32,3,64,1,warm,E,73728,73728,0,0,16,192.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,5851.147000000002,5809.527000000001,5982.488,51.966,36.456,37.30345,40.230340000000005,,,11
cpu,46,core,576,32,3,64,1,warm,F,73728,73728,0,0,16,192.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,5854.855000000003,5800.566999999997,5867.079000000001,49.301,36.4025,37.13055,40.332860000000004,,,11
cpu,46,core,576,32,3,64,1,warm,G,73728,221184,0,0,48,192.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,3290.009000000001,3281.6700000000014,3319.1660000000006,111.602,16.3365,16.96175,19.655060000000006,,,11
cpu,47,core,576,32,3,128,1,warm,A,73728,221184,0,0,48,384.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,6440.408000000002,6401.632000000006,6488.162999999996,85.097,16.413,16.81085,19.072980000000012,,,11
cpu,47,core,576,32,3,128,1,warm,B,73728,73728,0,0,16,384.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,6289.21,6274.080000000002,6321.166000000002,5.731,16.288,16.54985,18.592260000000003,,,11
cpu,47,core,576,32,3,128,1,warm,C,73728,73728,1152,13824,16,384.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,14228.595999999987,14172.824000000002,14307.344000000008,46.987,36.802499999999995,37.79335,40.21067,,,11
cpu,47,core,576,32,3,128,1,warm,D,73728,73728,1152,13824,16,384.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,35695.687999999995,35640.10099999998,35830.72,54.122,92.457,95.79235,98.99541000000002,,,11
cpu,47,core,576,32,3,128,1,warm,E,73728,73728,0,0,16,384.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,11579.204000000003,11553.323999999999,11629.870999999994,49.957,36.3635,37.02745,39.73193000000001,,,11
cpu,47,core,576,32,3,128,1,warm,F,73728,73728,0,0,16,384.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,11607.122999999996,11585.223999999993,11623.44199999999,49.559,36.427499999999995,37.030499999999996,39.85298,,,11
cpu,47,core,576,32,3,128,1,warm,G,73728,221184,0,0,48,384.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,6429.693000000003,6407.505999999999,6451.033999999997,117.954,16.357,16.6909,18.737430000000007,,,11
cpu,48,core,2304,32,1,1,1,warm,A,294912,294912,0,0,16,1.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,148.822,146.2,162.637,88.851,59.708,59.708,59.708,,,11
cpu,48,core,2304,32,1,1,1,warm,B,294912,294912,0,0,16,1.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,82.696,79.074,84.336,16.681,65.817,65.817,65.817,,,11
cpu,48,core,2304,32,1,1,1,warm,C,294912,294912,4608,18432,16,1.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,270.289,263.509,272.81100000000004,130.59,137.267,137.267,137.267,,,11
cpu,48,core,2304,32,1,1,1,warm,D,294912,294912,4608,18432,16,1.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,430.797,428.866,441.76700000000005,125.575,307.457,307.457,307.457,,,11
cpu,48,core,2304,32,1,1,1,warm,E,294912,294912,0,0,16,1.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,246.473,242.554,248.14999999999998,176.918,67.998,67.998,67.998,,,11
cpu,48,core,2304,32,1,1,1,warm,F,294912,294912,0,0,16,1.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,250.64600000000002,238.598,260.257,182.775,68.247,68.247,68.247,,,11
cpu,48,core,2304,32,1,1,1,warm,G,294912,294912,0,0,16,1.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,262.993,255.98000000000002,269.443,194.052,69.762,69.762,69.762,,,11
cpu,49,core,2304,32,1,2,1,warm,A,294912,294912,0,0,16,2.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,215.29500000000002,206.817,216.88799999999998,87.133,61.287000000000006,61.913149999999995,61.96422999999999,,,11
cpu,49,core,2304,32,1,2,1,warm,B,294912,294912,0,0,16,2.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,139.847,138.971,150.59,16.879,61.704,62.3169,62.371379999999995,,,11
cpu,49,core,2304,32,1,2,1,warm,C,294912,294912,4608,18432,16,2.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,414.706,412.431,421.638,127.017,143.1685,147.8937,148.31957,,,11
cpu,49,core,2304,32,1,2,1,warm,D,294912,294912,4608,18432,16,2.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,725.8960000000001,719.845,735.069,127.991,299.532,306.76275,307.62375,,,11
cpu,49,core,2304,32,1,2,1,warm,E,294912,294912,0,0,16,2.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,313.655,308.024,316.659,180.479,65.4545,67.5765,67.7777,,,11
cpu,49,core,2304,32,1,2,1,warm,F,294912,294912,0,0,16,2.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,311.408,305.53700000000003,319.145,178.792,65.30799999999999,68.292,68.556,,,11
cpu,49,core,2304,32,1,2,1,warm,G,294912,294912,0,0,16,2.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,318.52700000000004,316.99199999999996,330.77700000000004,189.016,65.38499999999999,67.34715,67.55263,,,11
cpu,50,core,2304,32,1,4,1,warm,A,294912,294912,0,0,16,4.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,335.407,328.40700000000004,341.228,86.161,61.411500000000004,66.4262,67.18604,,,11
cpu,50,core,2304,32,1,4,1,warm,B,294912,294912,0,0,16,4.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,260.96000000000004,259.077,270.89099999999996,16.831,61.0565,61.59145,61.641490000000005,,,11
cpu,50,core,2304,32,1,4,1,warm,C,294912,294912,4608,18432,16,4.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,712.347,709.5939999999999,717.884,136.742,144.911,148.3278,148.63356000000002,,,11
cpu,50,core,2304,32,1,4,1,warm,D,294912,294912,4608,18432,16,4.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,1304.317,1297.056,1308.9540000000002,134.603,287.69899999999996,306.78895,308.91859,,,11
cpu,50,core,2304,32,1,4,1,warm,E,294912,294912,0,0,16,4.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,429.805,428.462,440.137,177.465,61.7375,68.1123,68.94246,,,11
cpu,50,core,2304,32,1,4,1,warm,F,294912,294912,0,0,16,4.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,434.472,431.15599999999995,443.481,180.814,62.2705,67.26425,67.27445,,,11
cpu,50,core,2304,32,1,4,1,warm,G,294912,294912,0,0,16,4.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,445.031,442.18399999999997,453.23199999999997,192.808,61.728,67.542,68.2116,,,11
cpu,51,core,2304,32,1,8,1,warm,A,294912,294912,0,0,16,8.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,568.3340000000001,562.867,571.3130000000001,88.507,59.2615,63.783199999999994,65.24144,,,11
cpu,51,core,2304,32,1,8,1,warm,B,294912,294912,0,0,16,8.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,501.682,498.165,503.781,16.852,59.5245,64.4521,65.94562,,,11
cpu,51,core,2304,32,1,8,1,warm,C,294912,294912,4608,18432,16,8.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,1285.3619999999999,1280.329,1290.393,122.287,145.1995,149.73835,150.29807,,,11
cpu,51,core,2304,32,1,8,1,warm,D,294912,294912,4608,18432,16,8.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,2414.035,2406.005,2435.201,121.631,283.986,300.86195000000004,306.84368,,,11
cpu,51,core,2304,32,1,8,1,warm,E,294912,294912,0,0,16,8.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,667.402,662.032,676.609,179.009,59.7185,67.65469999999999,68.97291,,,11
cpu,51,core,2304,32,1,8,1,warm,F,294912,294912,0,0,16,8.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,668.1000000000001,664.196,677.541,175.674,60.2805,67.48705,68.40793000000001,,,11
cpu,51,core,2304,32,1,8,1,warm,G,294912,294912,0,0,16,8.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,686.9780000000001,678.25,688.3190000000001,190.425,59.465,68.07499999999999,69.67099999999999,,,11
cpu,52,core,2304,32,1,16,1,warm,A,294912,294912,0,0,16,16.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,1038.861,1033.778,1045.009,86.498,58.655,62.8885,65.2897,,,11
cpu,52,core,2304,32,1,16,1,warm,B,294912,294912,0,0,16,16.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,965.0959999999999,957.6049999999999,970.927,16.396,58.3745,63.161500000000004,65.3563,,,11
cpu,52,core,2304,32,1,16,1,warm,C,294912,294912,4608,18432,16,16.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,2434.2870000000003,2421.7900000000004,2438.431,135.858,142.642,148.95825,150.2829,,,11
cpu,52,core,2304,32,1,16,1,warm,D,294912,294912,4608,18432,16,16.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,4650.755,4636.405000000001,4678.669,129.164,279.9675,293.31825000000003,304.5075,,,11
cpu,52,core,2304,32,1,16,1,warm,E,294912,294912,0,0,16,16.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,1136.8580000000002,1131.6399999999999,1142.314,179.465,58.468,66.584,67.4003,,,11
cpu,52,core,2304,32,1,16,1,warm,F,294912,294912,0,0,16,16.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,1133.043,1129.505,1141.6560000000002,181.309,58.5015,65.24775,67.08964999999999,,,11
cpu,52,core,2304,32,1,16,1,warm,G,294912,294912,0,0,16,16.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,1150.943,1147.421,1158.172,196.445,58.3485,65.48125,67.643,,,11
cpu,53,core,2304,32,1,32,1,warm,A,294912,294912,0,0,16,32.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,1967.3909999999998,1959.904,1972.3560000000002,89.766,57.885000000000005,62.00275,64.26349,,,11
cpu,53,core,2304,32,1,32,1,warm,B,294912,294912,0,0,16,32.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,1899.0929999999998,1887.743,1906.0480000000002,16.657,58.0715,62.56105,65.59791000000001,,,11
cpu,53,core,2304,32,1,32,1,warm,C,294912,294912,4608,18432,16,32.0,f6df578e0ec77131fad1ca4cd66f5bdfd621326ec0ae813c7be659c1caaf4237,4723.459,4711.1680000000015,4728.202000000001,134.642,142.4095,148.2884,151.36786,,,11
