encoder,rung,age,n,latent_minus_symbolic,ci_low,ci_high,source_main,source_baseline
CLIP,jpeg_q75_112,0,90,2.3058596970600442,1.7393172847430556,3.225808351817382,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q75_112,1,90,2.464109784036948,1.8844935831558012,3.3402794460785032,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q75_112,2,90,2.4682934993481713,1.87008900060376,3.2878250673749654,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q75_112,3,90,2.521797587340238,1.9066370729980802,3.4210507723454096,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q75_112,5,90,2.523115742604584,1.8983482599439025,3.398033583799249,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q75_112,8,90,2.511951429146553,1.8881220378448766,3.484167480554461,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q75_112,12,90,2.497021371691577,1.8328657592410829,3.4786382067710258,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q75_112,20,90,2.2222561287043234,1.57810399256926,3.1975787822489408,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q75_112,30,88,2.033278540911199,1.483787669115055,2.938394154831467,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q75_112,40,81,2.0078995358249356,1.3714895878694815,2.9914581409800234,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q25_224,0,90,1.3952613960889417,1.0022549385203317,1.9907417798703295,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q25_224,1,90,1.6402709926650885,1.2097844225855834,2.2559944647575882,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q25_224,2,90,1.7421462694712604,1.2926654561147646,2.398601480799806,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q25_224,3,90,1.8585451570333373,1.400891379389209,2.504576185339202,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q25_224,5,90,1.9116300499938337,1.420860796720034,2.64885613658928,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q25_224,8,90,1.9479555392023986,1.4427419602496052,2.7046209226061273,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q25_224,12,90,2.03678388081176,1.501017653845028,2.8613629534410854,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q25_224,20,90,1.8908282284711129,1.3447568345117988,2.7379468935883513,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q25_224,30,88,1.7049273284637803,1.1896482313066212,2.4969702077047327,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q25_224,40,81,1.7652181614280569,1.1827852571859638,2.65568180814724,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q50_224,0,90,-0.19903236963406518,-0.35120630033184835,-0.04707095420643102,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q50_224,1,90,-0.03954428041959401,-0.200847259713543,0.12900825524663054,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q50_224,2,90,0.09520641594234047,-0.08452092276449982,0.2860283426215915,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q50_224,3,90,0.17504607705222808,-0.004641887209376197,0.3717038893513947,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q50_224,5,90,0.3473187626238299,0.14160181363942392,0.5598708776775398,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q50_224,8,90,0.5467913118292697,0.336926198073174,0.780457180299732,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q50_224,12,90,0.6976312770698053,0.48579790584734484,0.974966420427461,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q50_224,20,90,0.8427956961231464,0.5659959365612031,1.2415322897495449,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q50_224,30,88,0.888304702417062,0.5665866084707685,1.3188309165197831,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q50_224,40,81,0.9799882625152587,0.5707916051222307,1.5027946530999574,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q75_224,0,90,-0.32305873037422334,-0.41123792464345726,-0.25021428258401646,e21_clip.json,e21_floor_clip.json
CLIP,jpeg_q75_224,1,90,-0.3021438787720978,-0.4048988205664306,-0.2037258377785079,e21_clip.json,e21_floor_clip.json
