device,cells,rank,consumers,arm,mode,domain_id,domain_name,gross_median_mJ,ci_low,ci_high,idle_subtracted_median_mJ,idle_subtracted_ci_low,idle_subtracted_ci_high,blocks,energy_kind,note
cpu,2304,32,3,D,read,intel-rapl:0:0,dram,3.2607713498622592,3.2512079889807164,3.2652708333333336,1.3841223002369396,1.2652374280406875,1.4968111327076639,5,measured cumulative-counter energy,gross and adjacent-idle-subtracted estimates; negative net values retained; domain not whole-system; throughput-block cost
cpu,2304,32,3,D,read,intel-rapl:1,package-0,27.320728925619836,24.4283085399449,28.545565013774105,14.792428773732363,11.985908225491231,15.945740022999999,5,measured cumulative-counter energy,gross and adjacent-idle-subtracted estimates; negative net values retained; domain not whole-system; throughput-block cost
cpu,2304,32,3,D,read,intel-rapl:1:0,dram,2.101608815426997,2.096243526170799,2.1121397222222225,-0.37887707421222766,-0.5885540106966247,-0.28175980932483574,5,measured cumulative-counter energy,gross and adjacent-idle-subtracted estimates; negative net values retained; domain not whole-system; throughput-block cost
cpu,2304,32,3,D,write,intel-rapl:0,package-1,11.637624807056229,11.043937735849056,11.763208705357144,6.276339937645128,5.973896942260448,6.482967846886992,5,measured cumulative-counter energy,gross and adjacent-idle-subtracted estimates; negative net values retained; domain not whole-system; throughput-block cost
cpu,2304,32,3,D,write,intel-rapl:0:0,dram,1.3028771871539313,1.2334991614255766,1.3200242424242423,0.5379703774367786,0.5117079494578308,0.6000147717985945,5,measured cumulative-counter energy,gross and adjacent-idle-subtracted estimates; negative net values retained; domain not whole-system; throughput-block cost
cpu,2304,32,3,D,write,intel-rapl:1,package-0,11.316185115766263,10.763279140461217,11.501453013392856,6.195954499344465,5.986797120165796,6.487900344239069,5,measured cumulative-counter energy,gross and adjacent-idle-subtracted estimates; negative net values retained; domain not whole-system; throughput-block cost
cpu,2304,32,3,D,write,intel-rapl:1:0,dram,0.8405393133997785,0.7945944444444444,0.8509874298540965,-0.15264239290882012,-0.2242489275743685,-0.11127265549527743,5,measured cumulative-counter energy,gross and adjacent-idle-subtracted estimates; negative net values retained; domain not whole-system; throughput-block cost
cpu,2304,32,3,E,read,intel-rapl:0,package-1,11.984988555555555,11.85859713631157,12.034489409141582,6.3965059239719695,6.352705761087526,6.768436575007549,5,measured cumulative-counter energy,gross and adjacent-idle-subtracted estimates; negative net values retained; domain not whole-system; throughput-block cost
cpu,2304,32,3,E,read,intel-rapl:0:0,dram,1.3444124429223745,1.3076977777777778,1.3666826945412311,0.5554160307692813,0.5303084039129248,0.5831942157631085,5,measured cumulative-counter energy,gross and adjacent-idle-subtracted estimates; negative net values retained; domain not whole-system; throughput-block cost
cpu,2304,32,3,E,read,intel-rapl:1,package-0,11.423683555555556,10.082240893470791,11.48971973244147,6.060982719920754,4.902971604133087,6.486687144777043,5,measured cumulative-counter energy,gross and adjacent-idle-subtracted estimates; negative net values retained; domain not whole-system; throughput-block cost
cpu,2304,32,3,E,read,intel-rapl:1:0,dram,0.8665267123287672,0.8434941111111112,0.8808837398373983,-0.18196394562075874,-0.23300476943004347,-0.09645073793533938,5,measured cumulative-counter energy,gross and adjacent-idle-subtracted estimates; negative net values retained; domain not whole-system; throughput-block cost
cpu,2304,32,3,E,write,intel-rapl:0,package-1,12.843749493670886,12.49490693069307,13.275866708701136,6.70665652570391,6.383762193980366,7.213531541691129,5,measured cumulative-counter energy,gross and adjacent-idle-subtracted estimates; negative net values retained; domain not whole-system; throughput-block cost
cpu,2304,32,3,E,write,intel-rapl:0:0,dram,1.4847250945775536,1.4569273514851484,1.5006040816326531,0.6223076208603517,0.5758579773854271,0.6350350928594435,5,measured cumulative-counter energy,gross and adjacent-idle-subtracted estimates; negative net values retained; domain not whole-system; throughput-block cost
cpu,2304,32,3,E,write,intel-rapl:1,package-0,12.42301786163522,11.583396216897855,12.48449119897959,6.566585390466836,5.880692655861977,6.769419086172557,5,measured cumulative-counter energy,gross and adjacent-idle-subtracted estimates; negative net values retained; domain not whole-system; throughput-block cost
cpu,2304,32,3,E,write,intel-rapl:1:0,dram,0.9573921815889029,0.9405731435643565,0.9679512755102041,-0.20553922842825212,-0.2676330065959035,-0.10161544502031916,5,measured cumulative-counter energy,gross and adjacent-idle-subtracted estimates; negative net values retained; domain not whole-system; throughput-block cost
cpu,2304,32,3,F,read,intel-rapl:0,package-1,11.993333573141488,11.823889078498294,12.205834463276835,6.200225953673675,5.930805010791585,6.705795804662157,5,measured cumulative-counter energy,gross and adjacent-idle-subtracted estimates; negative net values retained; domain not whole-system; throughput-block cost
cpu,2304,32,3,F,read,intel-rapl:0:0,dram,1.3404158134243458,1.3094403333333333,1.415785731414868,0.5797686826058218,0.5014393903134801,0.6800528546188203,5,measured cumulative-counter energy,gross and adjacent-idle-subtracted estimates; negative net values retained; domain not whole-system; throughput-block cost
