suite,task_id,task,initial_state_index,arm,success,steps,decisions,acquisitions,wall_seconds,inference_median_seconds,inference_p95_seconds,inference_total_seconds,gpu_board_gross_inference_total_mJ,gpu_board_gross_episode_mJ,peak_gpu_allocated_bytes
libero_goal,0,open the middle drawer of the cabinet,3,fresh,1,113,8,8,54.071012732572854,1.188800466246903,1.2192211348563433,9.550614982843399,,6907179.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,4,fresh,1,120,8,8,55.1988844582811,1.1744113522581756,1.1996644479222596,9.437688881531358,,7068423.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,5,fresh,1,117,8,8,53.270613085478544,1.1734223701059818,1.1880970934405923,9.416843701153994,,6862788.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,6,fresh,1,121,8,8,56.509970707818866,1.1839994164183736,1.1968874690588565,9.489150282926857,,7224790.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,7,fresh,1,128,8,8,57.61531135253608,1.1869184556417167,1.220847507705912,9.556632909923792,,7312938.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,8,fresh,1,125,8,8,59.180395162664354,1.1731005585752428,1.2046771605033428,9.436238986440003,,7421356.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,9,fresh,1,124,8,8,57.29366691224277,1.1724985288456082,1.186200981028378,9.399245092645288,,7241804.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,10,fresh,1,127,8,8,58.0660417387262,1.191081566736102,1.202805660990998,9.527028572745621,,7330069.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,11,fresh,1,133,9,9,59.47975743189454,1.1735579567030072,1.2031279988586903,10.620301010087132,,7731315.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,12,fresh,1,132,9,9,61.527331130579114,1.185648045502603,1.187260914593935,10.620786433108151,,7919561.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,13,fresh,1,126,8,8,57.98887096904218,1.194111187942326,1.2115951957646758,9.559212921187282,,7371673.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,14,fresh,1,122,8,8,56.63066701032221,1.1784549038857222,1.2160458362661302,9.489965047687292,,7202961.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,15,fresh,1,128,8,8,58.375194903463125,1.1761675057932734,1.1952003056649119,9.430103566497564,,7380494.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,16,fresh,1,118,8,8,55.49110326077789,1.1884533669799566,1.1972151633817703,9.508882066234946,,7101212.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,17,fresh,1,117,8,8,54.307965476065874,1.1897040884941816,1.2117991437669844,9.518338406458497,,6984142.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,18,fresh,1,109,7,7,50.92675435170531,1.1857364233583212,1.1869338086806238,8.275847467593849,,6457480.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,19,fresh,1,121,8,8,56.61409786622971,1.1868855329230428,1.192480296920985,9.471300444565713,,7195791.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,20,fresh,1,126,8,8,58.66671402473003,1.1859089927747846,1.2180542279500515,9.540578659623861,,7385216.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,21,fresh,1,139,9,9,63.60832416359335,1.1738246697932482,1.207933236658573,10.62930562440306,,8097594.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,22,fresh,1,109,7,7,49.796713213436306,1.1720513571053743,1.2023816380649806,8.264863554388285,,6323089.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,23,fresh,1,119,8,8,56.77601680252701,1.1869549434632063,1.2020817530807109,9.513914631679654,,7211047.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,24,fresh,1,142,9,9,64.58385533187538,1.1927418038249016,1.2118184197694064,10.75091362837702,,8211966.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,25,fresh,1,118,8,8,56.23473621532321,1.1890492453239858,1.2106841329019518,9.518155339173973,,7156047.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,26,fresh,1,125,8,8,58.46083242353052,1.1739392899908125,1.2326821982394904,9.490610940381885,,7399073.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,27,fresh,1,122,8,8,56.49455361254513,1.1804909445345402,1.2002284836024046,9.458601407706738,,7197207.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,28,fresh,1,129,9,9,61.10372942965478,1.188045953400433,1.2894565934315323,10.975714579224586,,7850763.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,29,fresh,1,122,8,8,55.397067381069064,1.1755413287319243,1.1856875092722476,9.416358730755746,,7134326.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,30,fresh,1,109,7,7,49.651068405248225,1.1971468105912209,1.1995980579406023,8.34966897405684,,6349898.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,31,fresh,1,128,8,8,58.61697824858129,1.1899096379056573,1.212372253322974,9.553061310201883,,7393081.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,32,fresh,1,139,9,9,64.63959804549813,1.171822420321405,1.1982897842302918,10.604925866238773,,8170830.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,33,fresh,1,129,9,9,57.988919449970126,1.1763552501797676,1.1988453403115273,10.639181946404278,,7578388.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,34,fresh,1,135,9,9,63.57462605461478,1.187422594986856,1.2285754619166256,10.758858712390065,,8101391.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,35,fresh,1,121,8,8,55.646336811594665,1.1705847373232245,1.206471345992759,9.427683809772134,,7112679.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,36,fresh,1,126,8,8,57.26085593458265,1.1753952554427087,1.225374745670706,9.481244074180722,,7265941.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,37,fresh,1,119,8,8,55.829644286073744,1.1913636210374534,1.264755962882191,9.62637606356293,,7158258.0,5107576832
libero_goal,0,open the middle drawer of the cabinet,38,fresh,1,120,8,8,55.0692583816126,1.1839460963383317,1.190460311388597,9.461234485730529,,7077025.0,5107576832
